Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
W0T7U5	W0T7U5_KLUMD	unreviewed	Pre-rRNA-processing protein IPI1	IPI1 KLMA_30190	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	IPI1		KLMA_30190
W0T7R1	W0T7R1_KLUMD	unreviewed	Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTG1 NTG2 KLMA_20363	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NTG1		KLMA_20363
W0THI8	W0THI8_KLUMD	unreviewed	Bud site selection protein 27	BUD27 KLMA_60298	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BUD27		KLMA_60298
W0T823	W0T823_KLUMD	unreviewed	Synaptobrevin homolog YKT6	YKT6 KLMA_10622	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YKT6		KLMA_10622
W0T8Y0	W0T8Y0_KLUMD	unreviewed	40S ribosomal protein S27	KLMA_20091	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20091
W0T5F3	W0T5F3_KLUMD	unreviewed	NADH dehydrogenase	KLMA_10429	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10429
W0T4U7	W0T4U7_KLUMD	unreviewed	Protein MGR2	MGR2 KLMA_10798	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MGR2		KLMA_10798
W0TFV8	W0TFV8_KLUMD	unreviewed	Central kinetochore subunit MCM16	KLMA_70085	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70085
W0T4N6	W0T4N6_KLUMD	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	OST1 KLMA_20114	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	OST1		KLMA_20114
W0TK71	W0TK71_KLUMD	unreviewed	GTP-binding protein YPT11	YPT11 KLMA_80248	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YPT11		KLMA_80248
W0T5Z0	W0T5Z0_KLUMD	unreviewed	Sporulation-specific protein SPO7	SPO7 KLMA_20347	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPO7		KLMA_20347
W0T722	W0T722_KLUMD	unreviewed	AP complex subunit beta	APL2 KLMA_30117	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	APL2		KLMA_30117
W0TD27	W0TD27_KLUMD	unreviewed	Minichromosome maintenance protein 10	MCM10 KLMA_30714	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MCM10		KLMA_30714
W0TG16	W0TG16_KLUMD	unreviewed	Mediator of RNA polymerase II transcription subunit 7	MED7 KLMA_70160	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MED7		KLMA_70160
W0T6F0	W0T6F0_KLUMD	unreviewed	Secretory component protein SHR3	SHR3 KLMA_20744	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SHR3		KLMA_20744
W0T815	W0T815_KLUMD	unreviewed	Protein NIP100	NIP100 KLMA_30462	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NIP100		KLMA_30462
W0T8X5	W0T8X5_KLUMD	unreviewed	Mediator of RNA polymerase II transcription subunit 21	SRB7 KLMA_30540	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SRB7		KLMA_30540
W0TDW7	W0TDW7_KLUMD	unreviewed	Condensin complex subunit 3	YCG1 KLMA_50357	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YCG1		KLMA_50357
W0TFB7	W0TFB7_KLUMD	unreviewed	Protein AIR2	AIR1 KLMA_60477	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AIR1		KLMA_60477
W0T982	W0T982_KLUMD	unreviewed	Protein N-terminal amidase	NTA1 KLMA_30051	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NTA1		KLMA_30051
W0T845	W0T845_KLUMD	unreviewed	cAMP-dependent protein kinase type 2	TPK2 KLMA_10642	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TPK2		KLMA_10642
W0T7X0	W0T7X0_KLUMD	unreviewed	Ribosome-recycling factor	RRF1 KLMA_30422	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RRF1		KLMA_30422
W0TI47	W0TI47_KLUMD	unreviewed	Uncharacterized sulfatase PB10D8.02c	KLMA_80180	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_80180
W0TCZ2	W0TCZ2_KLUMD	unreviewed	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	KLMA_60206	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60206
W0TE61	W0TE61_KLUMD	unreviewed	Nuclear polyadenylated RNA-binding protein 3	NAB3 KLMA_60364	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NAB3		KLMA_60364
W0T759	W0T759_KLUMD	unreviewed	Lysophospholipase (EC 3.1.1.5)	SPO1 KLMA_30152	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPO1		KLMA_30152
W0TH32	W0TH32_KLUMD	unreviewed	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase)	ALG3 KLMA_80379	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ALG3		KLMA_80379
W0TCN6	W0TCN6_KLUMD	unreviewed	Glucose N-acetyltransferase 1-B	GNT1-B KLMA_30559	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GNT1-B		KLMA_30559
W0T4E8	W0T4E8_KLUMD	unreviewed	Chitin synthase (EC 2.4.1.16)	CHS2 KLMA_10658	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CHS2		KLMA_10658
W0T411	W0T411_KLUMD	unreviewed	Probable cytosolic iron-sulfur protein assembly protein 1	CIA1 KLMA_10690	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CIA1		KLMA_10690
W0TAV8	W0TAV8_KLUMD	unreviewed	Uncharacterized protein	KLMA_40149	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40149
W0THU7	W0THU7_KLUMD	unreviewed	Pyruvate dehydrogenase complex protein X component	PDX1 KLMA_80065	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PDX1		KLMA_80065
W0TDJ1	W0TDJ1_KLUMD	unreviewed	Uncharacterized protein	KLMA_50479	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50479
W0T6Y4	W0T6Y4_KLUMD	unreviewed	Glucosidase 2 subunit beta	GTB1 KLMA_20123	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GTB1		KLMA_20123
W0T8L6	W0T8L6_KLUMD	unreviewed	Elongator complex protein 4	ELP4 KLMA_10802	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ELP4		KLMA_10802
W0TA18	W0TA18_KLUMD	unreviewed	Conserved hypothetical transmembrane protein	KLMA_30573	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30573
W0TG04	W0TG04_KLUMD	unreviewed	Nucleolar protein 16	NOP16 KLMA_50385	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NOP16		KLMA_50385
W0T7H9	W0T7H9_KLUMD	unreviewed	DUF3020 super family	SPP41 KLMA_20550	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPP41		KLMA_20550
W0T4V4	W0T4V4_KLUMD	unreviewed	Erv26 super family	SVP26 KLMA_10466	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SVP26		KLMA_10466
W0TC83	W0TC83_KLUMD	unreviewed	Factor interacting with REF2	FIR1 KLMA_40614	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FIR1		KLMA_40614
W0T8W2	W0T8W2_KLUMD	unreviewed	U1 small nuclear ribonucleoprotein component PRP42	PRP42 KLMA_30525	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PRP42		KLMA_30525
W0TCZ4	W0TCZ4_KLUMD	unreviewed	Antiviral protein SKI8	SKI8 KLMA_30674	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SKI8		KLMA_30674
W0TAK6	W0TAK6_KLUMD	unreviewed	Uncharacterized protein	KLMA_50023	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50023
W0T9N6	W0T9N6_KLUMD	unreviewed	Maintenance of mitochondrial morphology protein 1	MMM1 KLMA_30231	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MMM1		KLMA_30231
W0T7L3	W0T7L3_KLUMD	unreviewed	Uncharacterized hydrolase YOR131C	KLMA_20585	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20585
W0TD81	W0TD81_KLUMD	unreviewed	Opi1 super family protein	KLMA_60306	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60306
W0T8G1	W0T8G1_KLUMD	unreviewed	Protein SLA2	KLMA_30023	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30023
W0TJM1	W0TJM1_KLUMD	unreviewed	DNA polymerase V	POL5 KLMA_80023	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	POL5		KLMA_80023
W0TFI1	W0TFI1_KLUMD	unreviewed	Conserved oligomeric Golgi complex subunit 2	KLMA_70292	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70292
W0TER7	W0TER7_KLUMD	unreviewed	Nuclear protein STH1/NPS1	STH1 KLMA_60539	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	STH1		KLMA_60539
W0TCM3	W0TCM3_KLUMD	unreviewed	Suppressor of mar1-1 protein	SUM1 KLMA_30544	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SUM1		KLMA_30544
W0T940	W0T940_KLUMD	unreviewed	Chromatin-remodeling complex subunit IES6	IES6 KLMA_30278	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	IES6		KLMA_30278
W0TDK0	W0TDK0_KLUMD	unreviewed	Protein TTP1	MNN2 KLMA_60134	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MNN2		KLMA_60134
W0TBK3	W0TBK3_KLUMD	unreviewed	Condensin complex subunit 1	YCS4 KLMA_40177	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YCS4		KLMA_40177
W0TEM8	W0TEM8_KLUMD	unreviewed	Uncharacterized protein YDL237W	AIM6 KLMA_50612	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AIM6		KLMA_50612
W0T3H5	W0T3H5_KLUMD	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	PGK KLMA_10540	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PGK		KLMA_10540
W0T479	W0T479_KLUMD	unreviewed	Uncharacterized protein	KLMA_10593	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10593
W0TIF7	W0TIF7_KLUMD	unreviewed	Conserved hypothetical membrane protein	KLMA_70066	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70066
W0TGS7	W0TGS7_KLUMD	unreviewed	Uncharacterized protein	KLMA_70430	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70430
W0T7S3	W0T7S3_KLUMD	unreviewed	DNA replication regulator DPB11	DPB11 KLMA_30165	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DPB11		KLMA_30165
W0T886	W0T886_KLUMD	unreviewed	Uncharacterized alpha-1	MNN10 KLMA_30512	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MNN10		KLMA_30512
W0T9Q3	W0T9Q3_KLUMD	unreviewed	Bud site selection protein RAX2	RAX2 KLMA_40131	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RAX2		KLMA_40131
W0T4G8	W0T4G8_KLUMD	unreviewed	Double-strand break repair protein	MRE11 KLMA_10306	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MRE11		KLMA_10306
W0T5C5	W0T5C5_KLUMD	unreviewed	General amino-acid permease GAP1	GAP1 KLMA_10394	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GAP1		KLMA_10394
W0T4G6	W0T4G6_KLUMD	unreviewed	Post-GPI attachment to proteins factor 3	PER1 KLMA_10094	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PER1		KLMA_10094
W0T7Y2	W0T7Y2_KLUMD	unreviewed	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MEU1 KLMA_30225	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MEU1		KLMA_30225
W0T925	W0T925_KLUMD	unreviewed	Uncharacterized protein YKR023W	KLMA_20141	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20141
W0TAM6	W0TAM6_KLUMD	unreviewed	Delta(24(24(1)))-sterol reductase	ERG4 KLMA_40436	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ERG4		KLMA_40436
W0TB62	W0TB62_KLUMD	unreviewed	Nested antisense gene NAG1	KLMA_50198	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50198
W0TGT3	W0TGT3_KLUMD	unreviewed	Probable electron transfer flavoprotein subunit alpha	AIM45 KLMA_70435	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AIM45		KLMA_70435
W0T3K8	W0T3K8_KLUMD	unreviewed	Probable transporter SEO1	FEN2 KLMA_10011	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FEN2		KLMA_10011
W0TAT7	W0TAT7_KLUMD	unreviewed	Bud neck protein 5	BNI5 KLMA_20756	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BNI5		KLMA_20756
W0T2S0	W0T2S0_KLUMD	unreviewed	PH-like super family protein	SKG3 KLMA_10088	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SKG3		KLMA_10088
W0THK5	W0THK5_KLUMD	unreviewed	Protein GDS1	GDS1 KLMA_80242	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GDS1		KLMA_80242
W0TCK1	W0TCK1_KLUMD	unreviewed	Uncharacterized protein YHR151C	MTC6 KLMA_60056	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MTC6		KLMA_60056
W0TGP4	W0TGP4_KLUMD	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 (Oligosaccharyl transferase subunit OST2)	OST2 KLMA_80229	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	OST2		KLMA_80229
W0T912	W0T912_KLUMD	unreviewed	Rab proteins geranylgeranyltransferase component A	MRS6 KLMA_20828	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MRS6		KLMA_20828
W0T7U9	W0T7U9_KLUMD	unreviewed	Protein MAK32	MAK32 KLMA_10552	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MAK32		KLMA_10552
W0TER0	W0TER0_KLUMD	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	LAT1 KLMA_60529	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LAT1		KLMA_60529
W0TER5	W0TER5_KLUMD	unreviewed	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13)	SSN2 KLMA_40585	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SSN2		KLMA_40585
W0TFQ6	W0TFQ6_KLUMD	unreviewed	UPF0642 protein YBL028C	KLMA_70357	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70357
W0T5Y3	W0T5Y3_KLUMD	unreviewed	Serine palmitoyltransferase 2	LCB2 KLMA_10599	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LCB2		KLMA_10599
W0TEZ7	W0TEZ7_KLUMD	unreviewed	Nuclear segregation protein BFR1	BFR1 KLMA_50035	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BFR1		KLMA_50035
W0TGK5	W0TGK5_KLUMD	unreviewed	Central kinetochore subunit CTF3	CTF3 KLMA_70078	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CTF3		KLMA_70078
W0T783	W0T783_KLUMD	unreviewed	2',3'-cyclic-nucleotide 3'-phosphodiesterase	CPD1 KLMA_10332	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CPD1		KLMA_10332
W0TBZ5	W0TBZ5_KLUMD	unreviewed	Transcriptional regulatory protein ASH1	KLMA_40529	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40529
W0TK32	W0TK32_KLUMD	unreviewed	GTP-binding protein RHO2	RHO2 KLMA_80208	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RHO2		KLMA_80208
W0TGU7	W0TGU7_KLUMD	unreviewed	U6 snRNA-associated Sm-like protein LSm1	LSM1 KLMA_60028	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LSM1		KLMA_60028
W0T8B8	W0T8B8_KLUMD	unreviewed	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.13.-) (Ubiquinone biosynthesis monooxygenase COQ7)	COQ7 KLMA_20608	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	COQ7		KLMA_20608
W0TC06	W0TC06_KLUMD	unreviewed	Alpha-1,3-mannosyltransferase ALG2	ALG2 KLMA_40539	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ALG2		KLMA_40539
W0TFW7	W0TFW7_KLUMD	unreviewed	Ribose-5-phosphate isomerase	RKI1 KLMA_80221	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RKI1		KLMA_80221
W0TDW9	W0TDW9_KLUMD	unreviewed	Uncharacterized protein YDL144C	KLMA_60521	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60521
W0T656	W0T656_KLUMD	unreviewed	V-type proton ATPase subunit c	VMA16 KLMA_20085	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	VMA16		KLMA_20085
W0TF38	W0TF38_KLUMD	unreviewed	Succinate-semialdehyde dehydrogenase (EC 1.2.1.16)	gabD KLMA_60125	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	gabD		KLMA_60125
W0TG66	W0TG66_KLUMD	unreviewed	Carrier protein YMC1	YMC1 KLMA_80331	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YMC1		KLMA_80331
W0T9W1	W0T9W1_KLUMD	unreviewed	Glutaminyl-tRNA synthetase	GLN4 KLMA_40191	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GLN4		KLMA_40191
W0T4S3	W0T4S3_KLUMD	unreviewed	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11)	UTP11 KLMA_20159	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	UTP11		KLMA_20159
W0T2W9	W0T2W9_KLUMD	unreviewed	Probable phosphoglycerate mutase YOR283W	KLMA_10305	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10305
W0TGL1	W0TGL1_KLUMD	unreviewed	Uncharacterized transcriptional regulatory protein YCR106W	RDS1 KLMA_80189	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RDS1		KLMA_80189
W0THP8	W0THP8_KLUMD	unreviewed	Iron-sulfur assembly protein 2	ISA2 KLMA_80287	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ISA2		KLMA_80287
W0T6M6	W0T6M6_KLUMD	unreviewed	Sit1p	str3 KLMA_10824	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	str3		KLMA_10824
W0T5Z4	W0T5Z4_KLUMD	unreviewed	GTP-binding protein YPT52	YPT52 KLMA_10609	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YPT52		KLMA_10609
W0T836	W0T836_KLUMD	unreviewed	Trans-aconitate 3-methyltransferase	TMT1 KLMA_30285	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TMT1		KLMA_30285
W0TIL3	W0TIL3_KLUMD	unreviewed	Altered inheritance of mitochondria protein 24, mitochondrial	AIM24 KLMA_70126	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	AIM24		KLMA_70126
W0TE99	W0TE99_KLUMD	unreviewed	C-1-tetrahydrofolate synthase	ADE3 KLMA_60087	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ADE3		KLMA_60087
W0T7G5	W0T7G5_KLUMD	unreviewed	Nucleoporin NUP133	NUP133 KLMA_10417	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NUP133		KLMA_10417
W0T4H8	W0T4H8_KLUMD	unreviewed	60S ribosomal protein L24	RPL24 KLMA_20054	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPL24		KLMA_20054
W0TF27	W0TF27_KLUMD	unreviewed	Protein BTN	BTN1 KLMA_50065	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BTN1		KLMA_50065
W0T645	W0T645_KLUMD	unreviewed	Uracil permease	FUR4 KLMA_10654	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FUR4		KLMA_10654
W0TD53	W0TD53_KLUMD	unreviewed	Uncharacterized protein	KLMA_50097	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50097
W0TF97	W0TF97_KLUMD	unreviewed	6-phosphogluconolactonase-like protein	SOL1 KLMA_70192	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SOL1		KLMA_70192
