"UniprotID"	"GOterm"	"GOname"	"GeneName"	"GeneShort"
"P09733"	"GO:0000070"	"mitotic sister chromatid segregation"	"YML085C"	"TUB1"
"P09733"	"GO:0007017"	"microtubule-based process"	"YML085C"	"TUB1"
"P09733"	"GO:0005816"	"spindle pole body"	"YML085C"	"TUB1"
"P09733"	"GO:0003924"	"GTPase activity"	"YML085C"	"TUB1"
"P09733"	"GO:0005525"	"GTP binding"	"YML085C"	"TUB1"
"P09733"	"GO:0034399"	"nuclear periphery"	"YML085C"	"TUB1"
"P09733"	"GO:0005200"	"structural constituent of cytoskeleton"	"YML085C"	"TUB1"
"P09733"	"GO:0005874"	"microtubule"	"YML085C"	"TUB1"
"Q08931"	"GO:0031316"	"extrinsic component of nuclear outer membrane"	"YPL192C"	"PRM3"
"Q08931"	"GO:0048288"	"nuclear membrane fusion involved in karyogamy"	"YPL192C"	"PRM3"
"Q08931"	"GO:0005816"	"spindle pole body"	"YPL192C"	"PRM3"
"Q08931"	"GO:0005635"	"nuclear envelope"	"YPL192C"	"PRM3"
"Q08931"	"GO:0000742"	"karyogamy involved in conjugation with cellular fusion"	"YPL192C"	"PRM3"
"Q08931"	"GO:0005737"	"cytoplasm"	"YPL192C"	"PRM3"
"Q08931"	"GO:0016021"	"integral component of membrane"	"YPL192C"	"PRM3"
"Q12116"	"GO:0015194"	"L-serine transmembrane transporter activity"	"YDR105C"	"TMS1"
"Q12116"	"GO:0016020"	"membrane"	"YDR105C"	"TMS1"
"Q12116"	"GO:0016021"	"integral component of membrane"	"YDR105C"	"TMS1"
"P39927"	"GO:0030846"	"termination of RNA polymerase II transcription, poly(A)-coupled"	"YGR156W"	"PTI1"
"P39927"	"GO:0030847"	"termination of RNA polymerase II transcription, exosome-dependent"	"YGR156W"	"PTI1"
"P39927"	"GO:0005847"	"mRNA cleavage and polyadenylation specificity factor complex"	"YGR156W"	"PTI1"
"P39927"	"GO:0006378"	"mRNA polyadenylation"	"YGR156W"	"PTI1"
"P39927"	"GO:0098789"	"pre-mRNA cleavage required for polyadenylation"	"YGR156W"	"PTI1"
"P39927"	"GO:0003676"	"nucleic acid binding"	"YGR156W"	"PTI1"
"P39927"	"GO:0031124"	"mRNA 3'-end processing"	"YGR156W"	"PTI1"
"P39927"	"GO:0031126"	"snoRNA 3'-end processing"	"YGR156W"	"PTI1"
"P39927"	"GO:0005634"	"nucleus"	"YGR156W"	"PTI1"
"P39927"	"GO:0005829"	"cytosol"	"YGR156W"	"PTI1"
"P27809"	"GO:0000026"	"alpha-1,2-mannosyltransferase activity"	"YDR483W"	"KRE2"
"P27809"	"GO:0000032"	"cell wall mannoprotein biosynthetic process"	"YDR483W"	"KRE2"
"P27809"	"GO:0006491"	"N-glycan processing"	"YDR483W"	"KRE2"
"P27809"	"GO:0000139"	"Golgi membrane"	"YDR483W"	"KRE2"
"P27809"	"GO:0006493"	"protein O-linked glycosylation"	"YDR483W"	"KRE2"
"P27809"	"GO:0006487"	"protein N-linked glycosylation"	"YDR483W"	"KRE2"
"P27809"	"GO:0000030"	"mannosyltransferase activity"	"YDR483W"	"KRE2"
"P27809"	"GO:0006486"	"protein glycosylation"	"YDR483W"	"KRE2"
"P27809"	"GO:0005794"	"Golgi apparatus"	"YDR483W"	"KRE2"
"P27809"	"GO:0016020"	"membrane"	"YDR483W"	"KRE2"
"P27809"	"GO:0016021"	"integral component of membrane"	"YDR483W"	"KRE2"
"P36049"	"GO:0000280"	"nuclear division"	"YKL172W"	"EBP2"
"P36049"	"GO:0006364"	"rRNA processing"	"YKL172W"	"EBP2"
"P36049"	"GO:0030687"	"preribosome, large subunit precursor"	"YKL172W"	"EBP2"
"P36049"	"GO:0042273"	"ribosomal large subunit biogenesis"	"YKL172W"	"EBP2"
"P36049"	"GO:0034399"	"nuclear periphery"	"YKL172W"	"EBP2"
"P36049"	"GO:0042802"	"identical protein binding"	"YKL172W"	"EBP2"
"P36049"	"GO:0005730"	"nucleolus"	"YKL172W"	"EBP2"
"Q04228"	"GO:0034389"	"lipid droplet organization"	"YML013W"	"UBX2"
"Q04228"	"GO:0000839"	"Hrd1p ubiquitin ligase ERAD-L complex"	"YML013W"	"UBX2"
"Q04228"	"GO:0000837"	"Doa10p ubiquitin ligase complex"	"YML013W"	"UBX2"
"Q04228"	"GO:0030674"	"protein-macromolecule adaptor activity"	"YML013W"	"UBX2"
"Q04228"	"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"YML013W"	"UBX2"
"Q04228"	"GO:0005811"	"lipid droplet"	"YML013W"	"UBX2"
"Q04228"	"GO:0030433"	"ubiquitin-dependent ERAD pathway"	"YML013W"	"UBX2"
"Q04228"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"YML013W"	"UBX2"
"Q04228"	"GO:0005887"	"integral component of plasma membrane"	"YML013W"	"UBX2"
"Q04228"	"GO:0005515"	"protein binding"	"YML013W"	"UBX2"
"P0CX49"	"GO:0005840"	"ribosome"	"YOL120C"	"RPL18A"
"P0CX49"	"GO:0006412"	"translation"	"YOL120C"	"RPL18A"
"P0CX49"	"GO:0002181"	"cytoplasmic translation"	"YOL120C"	"RPL18A"
"P0CX49"	"GO:0003723"	"RNA binding"	"YOL120C"	"RPL18A"
"P0CX49"	"GO:0022625"	"cytosolic large ribosomal subunit"	"YOL120C"	"RPL18A"
"P0CX49"	"GO:0003735"	"structural constituent of ribosome"	"YOL120C"	"RPL18A"
"P0CX50"	"GO:0005840"	"ribosome"	"YOL120C"	"RPL18B"
"P0CX50"	"GO:0006412"	"translation"	"YOL120C"	"RPL18B"
"P0CX50"	"GO:0002181"	"cytoplasmic translation"	"YOL120C"	"RPL18B"
"P0CX50"	"GO:0003723"	"RNA binding"	"YOL120C"	"RPL18B"
"P0CX50"	"GO:0022625"	"cytosolic large ribosomal subunit"	"YOL120C"	"RPL18B"
"P0CX50"	"GO:0003735"	"structural constituent of ribosome"	"YOL120C"	"RPL18B"
"P40060"	"GO:0000722"	"telomere maintenance via recombination"	"YER092W"	"IES5"
"P40060"	"GO:0031011"	"Ino80 complex"	"YER092W"	"IES5"
"Q12446"	"GO:0032233"	"positive regulation of actin filament bundle assembly"	"YOR181W"	"LAS17"
"Q12446"	"GO:0051666"	"actin cortical patch localization"	"YOR181W"	"LAS17"
"Q12446"	"GO:0045010"	"actin nucleation"	"YOR181W"	"LAS17"
"Q12446"	"GO:2000601"	"positive regulation of Arp2/3 complex-mediated actin nucleation"	"YOR181W"	"LAS17"
"Q12446"	"GO:0003779"	"actin binding"	"YOR181W"	"LAS17"
"Q12446"	"GO:0030479"	"actin cortical patch"	"YOR181W"	"LAS17"
"Q12446"	"GO:0007015"	"actin filament organization"	"YOR181W"	"LAS17"
"Q07549"	"GO:0032509"	"endosome transport via multivesicular body sorting pathway"	"YDL123W"	"SNA4"
"Q07549"	"GO:0044257"	"cellular protein catabolic process"	"YDL123W"	"SNA4"
"Q07549"	"GO:0000329"	"fungal-type vacuole membrane"	"YDL123W"	"SNA4"
"Q07549"	"GO:0000328"	"fungal-type vacuole lumen"	"YDL123W"	"SNA4"
"Q07549"	"GO:0031625"	"ubiquitin protein ligase binding"	"YDL123W"	"SNA4"
"Q07549"	"GO:0016021"	"integral component of membrane"	"YDL123W"	"SNA4"
"P46950"	"GO:0015931"	"nucleobase-containing compound transport"	"YGR197C"	"SNG1"
"P46950"	"GO:0061091"	"regulation of phospholipid translocation"	"YGR197C"	"SNG1"
"P46950"	"GO:0060237"	"regulation of fungal-type cell wall organization"	"YGR197C"	"SNG1"
"P46950"	"GO:0005886"	"plasma membrane"	"YGR197C"	"SNG1"
"P46950"	"GO:0016021"	"integral component of membrane"	"YGR197C"	"SNG1"
"P40574"	"GO:0010723"	"positive regulation of transcription from RNA polymerase II promoter in response to iron"	"YIR018W"	"YAP5"
"P40574"	"GO:0031939"	"negative regulation of chromatin silencing at telomere"	"YIR018W"	"YAP5"
"P40574"	"GO:0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific"	"YIR018W"	"YAP5"
"P40574"	"GO:0000122"	"negative regulation of transcription by RNA polymerase II"	"YIR018W"	"YAP5"
"P40574"	"GO:0000790"	"nuclear chromatin"	"YIR018W"	"YAP5"
"P40574"	"GO:0003700"	"DNA-binding transcription factor activity"	"YIR018W"	"YAP5"
"P40574"	"GO:0045944"	"positive regulation of transcription by RNA polymerase II"	"YIR018W"	"YAP5"
"P40574"	"GO:0003677"	"DNA binding"	"YIR018W"	"YAP5"
"P40574"	"GO:0005634"	"nucleus"	"YIR018W"	"YAP5"
"P40574"	"GO:0006355"	"regulation of transcription, DNA-templated"	"YIR018W"	"YAP5"
"P40574"	"GO:0006351"	"transcription, DNA-templated"	"YIR018W"	"YAP5"
"P40574"	"GO:0005737"	"cytoplasm"	"YIR018W"	"YAP5"
"Q02784"	"GO:0015036"	"disulfide oxidoreductase activity"	"YPL059W"	"GRX5"
"Q02784"	"GO:0009055"	"electron transfer activity"	"YPL059W"	"GRX5"
"Q02784"	"GO:0015035"	"protein disulfide oxidoreductase activity"	"YPL059W"	"GRX5"
"Q02784"	"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"YPL059W"	"GRX5"
"Q02784"	"GO:0034599"	"cellular response to oxidative stress"	"YPL059W"	"GRX5"
"Q02784"	"GO:0005759"	"mitochondrial matrix"	"YPL059W"	"GRX5"
"Q02784"	"GO:0016226"	"iron-sulfur cluster assembly"	"YPL059W"	"GRX5"
"Q02784"	"GO:0046872"	"metal ion binding"	"YPL059W"	"GRX5"
"Q02784"	"GO:0006970"	"response to osmotic stress"	"YPL059W"	"GRX5"
"Q02784"	"GO:0045454"	"cell redox homeostasis"	"YPL059W"	"GRX5"
"P20606"	"GO:0070971"	"endoplasmic reticulum exit site"	"YPL218W"	"SAR1"
"P20606"	"GO:0007006"	"mitochondrial membrane organization"	"YPL218W"	"SAR1"
"P20606"	"GO:0044233"	"mitochondria-associated endoplasmic reticulum membrane"	"YPL218W"	"SAR1"
"P20606"	"GO:0061024"	"membrane organization"	"YPL218W"	"SAR1"
"P20606"	"GO:0003400"	"regulation of COPII vesicle coating"	"YPL218W"	"SAR1"
"P20606"	"GO:0030127"	"COPII vesicle coat"	"YPL218W"	"SAR1"
"P20606"	"GO:0016050"	"vesicle organization"	"YPL218W"	"SAR1"
"P20606"	"GO:0000139"	"Golgi membrane"	"YPL218W"	"SAR1"
"P20606"	"GO:0003924"	"GTPase activity"	"YPL218W"	"SAR1"
"P20606"	"GO:0005525"	"GTP binding"	"YPL218W"	"SAR1"
"P20606"	"GO:0006886"	"intracellular protein transport"	"YPL218W"	"SAR1"
"P20606"	"GO:0016192"	"vesicle-mediated transport"	"YPL218W"	"SAR1"
"P20606"	"GO:0000266"	"mitochondrial fission"	"YPL218W"	"SAR1"
"P20606"	"GO:0005739"	"mitochondrion"	"YPL218W"	"SAR1"
"P20606"	"GO:0005789"	"endoplasmic reticulum membrane"	"YPL218W"	"SAR1"
"P38323"	"GO:1904287"	"positive regulation of protein-pyridoxal-5-phosphate linkage"	"YBR227C"	"MCX1"
"P38323"	"GO:0004176"	"ATP-dependent peptidase activity"	"YBR227C"	"MCX1"
"P38323"	"GO:0030150"	"protein import into mitochondrial matrix"	"YBR227C"	"MCX1"
"P38323"	"GO:0006508"	"proteolysis"	"YBR227C"	"MCX1"
"P38323"	"GO:0030163"	"protein catabolic process"	"YBR227C"	"MCX1"
"P38323"	"GO:0051082"	"unfolded protein binding"	"YBR227C"	"MCX1"
"P38323"	"GO:0006457"	"protein folding"	"YBR227C"	"MCX1"
"P38323"	"GO:0042026"	"protein refolding"	"YBR227C"	"MCX1"
"P38323"	"GO:0005759"	"mitochondrial matrix"	"YBR227C"	"MCX1"
"P38323"	"GO:0005524"	"ATP binding"	"YBR227C"	"MCX1"
"P38323"	"GO:0005743"	"mitochondrial inner membrane"	"YBR227C"	"MCX1"
"P47087"	"GO:0016021"	"integral component of membrane"	"YJR012C"	""
"Q12407"	"GO:0022857"	"transmembrane transporter activity"	"YDL199C"	""
"Q12407"	"GO:0016020"	"membrane"	"YDL199C"	""
"Q12407"	"GO:0005351"	"carbohydrate:proton symporter activity"	"YDL199C"	""
"Q12407"	"GO:0016021"	"integral component of membrane"	"YDL199C"	""
"Q12407"	"GO:0055085"	"transmembrane transport"	"YDL199C"	""
"Q12407"	"GO:0046323"	"glucose import"	"YDL199C"	""
"Q12407"	"GO:0005355"	"glucose transmembrane transporter activity"	"YDL199C"	""
"P40583"	"GO:0006508"	"proteolysis"	"YIR039C"	"YPS6"
"P40583"	"GO:0004190"	"aspartic-type endopeptidase activity"	"YIR039C"	"YPS6"
"P40583"	"GO:0030163"	"protein catabolic process"	"YIR039C"	"YPS6"
"P40583"	"GO:0031362"	"anchored component of external side of plasma membrane"	"YIR039C"	"YPS6"
"P40583"	"GO:0009277"	"fungal-type cell wall"	"YIR039C"	"YPS6"
"P40583"	"GO:0031505"	"fungal-type cell wall organization"	"YIR039C"	"YPS6"
"P40583"	"GO:0005576"	"extracellular region"	"YIR039C"	"YPS6"
"P32829"	"GO:0051037"	"regulation of transcription involved in meiotic cell cycle"	"YMR224C"	"MRE11"
"P32829"	"GO:0010780"	"meiotic DNA double-strand break formation involved in reciprocal meiotic recombination"	"YMR224C"	"MRE11"
"P32829"	"GO:0046939"	"nucleotide phosphorylation"	"YMR224C"	"MRE11"
"P32829"	"GO:0030145"	"manganese ion binding"	"YMR224C"	"MRE11"
"P32829"	"GO:0016787"	"hydrolase activity"	"YMR224C"	"MRE11"
"P32829"	"GO:0000727"	"double-strand break repair via break-induced replication"	"YMR224C"	"MRE11"
"P32829"	"GO:0010791"	"DNA double-strand break processing involved in repair via synthesis-dependent strand annealing"	"YMR224C"	"MRE11"
"P32829"	"GO:0000706"	"meiotic DNA double-strand break processing"	"YMR224C"	"MRE11"
"P32829"	"GO:0004520"	"endodeoxyribonuclease activity"	"YMR224C"	"MRE11"
"P32829"	"GO:0008408"	"3'-5' exonuclease activity"	"YMR224C"	"MRE11"
"P32829"	"GO:0035753"	"maintenance of DNA trinucleotide repeats"	"YMR224C"	"MRE11"
"P32829"	"GO:0051880"	"G-quadruplex DNA binding"	"YMR224C"	"MRE11"
"P32829"	"GO:0030870"	"Mre11 complex"	"YMR224C"	"MRE11"
"P32829"	"GO:0097552"	"mitochondrial double-strand break repair via homologous recombination"	"YMR224C"	"MRE11"
"P32829"	"GO:0043047"	"single-stranded telomeric DNA binding"	"YMR224C"	"MRE11"
"P32829"	"GO:0042162"	"telomeric DNA binding"	"YMR224C"	"MRE11"
"P32829"	"GO:0003691"	"double-stranded telomeric DNA binding"	"YMR224C"	"MRE11"
"P32829"	"GO:0006303"	"double-strand break repair via nonhomologous end joining"	"YMR224C"	"MRE11"
"P32829"	"GO:0042138"	"meiotic DNA double-strand break formation"	"YMR224C"	"MRE11"
"P32829"	"GO:0007131"	"reciprocal meiotic recombination"	"YMR224C"	"MRE11"
"P32829"	"GO:0031573"	"intra-S DNA damage checkpoint"	"YMR224C"	"MRE11"
"P32829"	"GO:0006281"	"DNA repair"	"YMR224C"	"MRE11"
"P32829"	"GO:0000723"	"telomere maintenance"	"YMR224C"	"MRE11"
"P32829"	"GO:0005654"	"nucleoplasm"	"YMR224C"	"MRE11"
"P32829"	"GO:0006284"	"base-excision repair"	"YMR224C"	"MRE11"
"P32829"	"GO:0008296"	"3'-5'-exodeoxyribonuclease activity"	"YMR224C"	"MRE11"
"P32829"	"GO:0004519"	"endonuclease activity"	"YMR224C"	"MRE11"
"P32829"	"GO:0006302"	"double-strand break repair"	"YMR224C"	"MRE11"
"P32829"	"GO:0030437"	"ascospore formation"	"YMR224C"	"MRE11"
"P32829"	"GO:0005634"	"nucleus"	"YMR224C"	"MRE11"
"P53226"	"GO:0005935"	"cellular bud neck"	"YGR041W"	"BUD9"
"P53226"	"GO:0000282"	"cellular bud site selection"	"YGR041W"	"BUD9"
"P53226"	"GO:0005886"	"plasma membrane"	"YGR041W"	"BUD9"
"P53226"	"GO:0016021"	"integral component of membrane"	"YGR041W"	"BUD9"
"P36018"	"GO:0036010"	"protein localization to endosome"	"YKR014C"	"YPT52"
"P36018"	"GO:0036258"	"multivesicular body assembly"	"YKR014C"	"YPT52"
"P36018"	"GO:0006895"	"Golgi to endosome transport"	"YKR014C"	"YPT52"
"P36018"	"GO:0032511"	"late endosome to vacuole transport via multivesicular body sorting pathway"	"YKR014C"	"YPT52"
"P36018"	"GO:0005770"	"late endosome"	"YKR014C"	"YPT52"
"P36018"	"GO:0003924"	"GTPase activity"	"YKR014C"	"YPT52"
"P36018"	"GO:0005525"	"GTP binding"	"YKR014C"	"YPT52"
"P36018"	"GO:0006897"	"endocytosis"	"YKR014C"	"YPT52"
"P36018"	"GO:0006623"	"protein targeting to vacuole"	"YKR014C"	"YPT52"
"P36018"	"GO:0005783"	"endoplasmic reticulum"	"YKR014C"	"YPT52"
"P36018"	"GO:0005829"	"cytosol"	"YKR014C"	"YPT52"
"P36018"	"GO:0005886"	"plasma membrane"	"YKR014C"	"YPT52"
"P53158"	"GO:0031083"	"BLOC-1 complex"	"YGL079W"	"KXD1"
"P53158"	"GO:0007032"	"endosome organization"	"YGL079W"	"KXD1"
"P53158"	"GO:0032880"	"regulation of protein localization"	"YGL079W"	"KXD1"
"P53158"	"GO:0005768"	"endosome"	"YGL079W"	"KXD1"
"P10659"	"GO:0004478"	"methionine adenosyltransferase activity"	"YLR180W"	"SAM1"
"P10659"	"GO:0006555"	"methionine metabolic process"	"YLR180W"	"SAM1"
"P10659"	"GO:0006556"	"S-adenosylmethionine biosynthetic process"	"YLR180W"	"SAM1"
"P10659"	"GO:0006730"	"one-carbon metabolic process"	"YLR180W"	"SAM1"
"P10659"	"GO:0010494"	"cytoplasmic stress granule"	"YLR180W"	"SAM1"
"P10659"	"GO:0005524"	"ATP binding"	"YLR180W"	"SAM1"
"P10659"	"GO:0005829"	"cytosol"	"YLR180W"	"SAM1"
"P10659"	"GO:0046872"	"metal ion binding"	"YLR180W"	"SAM1"
"P31380"	"GO:0031934"	"mating-type region heterochromatin"	"YAL019W"	"FUN30"
"P31380"	"GO:0016584"	"nucleosome positioning"	"YAL019W"	"FUN30"
"P31380"	"GO:0000729"	"DNA double-strand break processing"	"YAL019W"	"FUN30"
"P31380"	"GO:0043044"	"ATP-dependent chromatin remodeling"	"YAL019W"	"FUN30"
"P31380"	"GO:0042766"	"nucleosome mobilization"	"YAL019W"	"FUN30"
"P31380"	"GO:0004386"	"helicase activity"	"YAL019W"	"FUN30"
"P31380"	"GO:0008094"	"DNA-dependent ATPase activity"	"YAL019W"	"FUN30"
"P31380"	"GO:0000775"	"chromosome, centromeric region"	"YAL019W"	"FUN30"
"P31380"	"GO:0016569"	"covalent chromatin modification"	"YAL019W"	"FUN30"
"P31380"	"GO:0006338"	"chromatin remodeling"	"YAL019W"	"FUN30"
"P31380"	"GO:0030466"	"silent mating-type cassette heterochromatin assembly"	"YAL019W"	"FUN30"
"P31380"	"GO:0000781"	"chromosome, telomeric region"	"YAL019W"	"FUN30"
"P31380"	"GO:0042802"	"identical protein binding"	"YAL019W"	"FUN30"
"P31380"	"GO:0003682"	"chromatin binding"	"YAL019W"	"FUN30"
"P31380"	"GO:0000122"	"negative regulation of transcription by RNA polymerase II"	"YAL019W"	"FUN30"
"P31380"	"GO:0006348"	"chromatin silencing at telomere"	"YAL019W"	"FUN30"
"P31380"	"GO:0003677"	"DNA binding"	"YAL019W"	"FUN30"
"P31380"	"GO:0005634"	"nucleus"	"YAL019W"	"FUN30"
"P31380"	"GO:0000183"	"rDNA heterochromatin assembly"	"YAL019W"	"FUN30"
"P31380"	"GO:0005524"	"ATP binding"	"YAL019W"	"FUN30"
"P07213"	"GO:0030943"	"mitochondrion targeting sequence binding"	"YNL121C"	"TOM70"
"P07213"	"GO:0015450"	"P-P-bond-hydrolysis-driven protein transmembrane transporter activity"	"YNL121C"	"TOM70"
"P07213"	"GO:0030150"	"protein import into mitochondrial matrix"	"YNL121C"	"TOM70"
"P07213"	"GO:0005742"	"mitochondrial outer membrane translocase complex"	"YNL121C"	"TOM70"
"P07213"	"GO:0045039"	"protein insertion into mitochondrial inner membrane"	"YNL121C"	"TOM70"
"P07213"	"GO:0031307"	"integral component of mitochondrial outer membrane"	"YNL121C"	"TOM70"
"P07213"	"GO:0006886"	"intracellular protein transport"	"YNL121C"	"TOM70"
"P07213"	"GO:0006626"	"protein targeting to mitochondrion"	"YNL121C"	"TOM70"
"P07213"	"GO:0005741"	"mitochondrial outer membrane"	"YNL121C"	"TOM70"
"P07213"	"GO:0005739"	"mitochondrion"	"YNL121C"	"TOM70"
"P07213"	"GO:0005515"	"protein binding"	"YNL121C"	"TOM70"
"P32327"	"GO:0004736"	"pyruvate carboxylase activity"	"YBR218C"	"PYC2"
"P32327"	"GO:0009374"	"biotin binding"	"YBR218C"	"PYC2"
"P32327"	"GO:0003824"	"catalytic activity"	"YBR218C"	"PYC2"
"P32327"	"GO:0004075"	"biotin carboxylase activity"	"YBR218C"	"PYC2"
"P32327"	"GO:0006094"	"gluconeogenesis"	"YBR218C"	"PYC2"
"P32327"	"GO:0006090"	"pyruvate metabolic process"	"YBR218C"	"PYC2"
"P32327"	"GO:0005524"	"ATP binding"	"YBR218C"	"PYC2"
"P32327"	"GO:0005829"	"cytosol"	"YBR218C"	"PYC2"
"P32327"	"GO:0046872"	"metal ion binding"	"YBR218C"	"PYC2"
"P39931"	"GO:0005509"	"calcium ion binding"	"YLR250W"	"SSP120"
"Q8TGQ0"	"GO:0016021"	"integral component of membrane"	"YCR081C-A"	""
"P24309"	"GO:0008419"	"RNA lariat debranching enzyme activity"	"YKL149C"	"DBR1"
"P24309"	"GO:0032197"	"transposition, RNA-mediated"	"YKL149C"	"DBR1"
"P24309"	"GO:0016788"	"hydrolase activity, acting on ester bonds"	"YKL149C"	"DBR1"
"P24309"	"GO:0016074"	"snoRNA metabolic process"	"YKL149C"	"DBR1"
"P24309"	"GO:0016787"	"hydrolase activity"	"YKL149C"	"DBR1"
"P24309"	"GO:0006401"	"RNA catabolic process"	"YKL149C"	"DBR1"
"P24309"	"GO:0006397"	"mRNA processing"	"YKL149C"	"DBR1"
"P24309"	"GO:0000398"	"mRNA splicing, via spliceosome"	"YKL149C"	"DBR1"
"P24309"	"GO:0007124"	"pseudohyphal growth"	"YKL149C"	"DBR1"
"P24309"	"GO:0005634"	"nucleus"	"YKL149C"	"DBR1"
"P24309"	"GO:0005737"	"cytoplasm"	"YKL149C"	"DBR1"
"P38143"	"GO:0031315"	"extrinsic component of mitochondrial outer membrane"	"YBR244W"	"GPX2"
"P38143"	"GO:0047066"	"phospholipid-hydroperoxide glutathione peroxidase activity"	"YBR244W"	"GPX2"
"P38143"	"GO:0004602"	"glutathione peroxidase activity"	"YBR244W"	"GPX2"
"P38143"	"GO:0051920"	"peroxiredoxin activity"	"YBR244W"	"GPX2"
"P38143"	"GO:0055114"	"oxidation-reduction process"	"YBR244W"	"GPX2"
"P38143"	"GO:0006979"	"response to oxidative stress"	"YBR244W"	"GPX2"
"P38143"	"GO:0034599"	"cellular response to oxidative stress"	"YBR244W"	"GPX2"
"P38143"	"GO:0031314"	"extrinsic component of mitochondrial inner membrane"	"YBR244W"	"GPX2"
"P38143"	"GO:0005634"	"nucleus"	"YBR244W"	"GPX2"
"P38143"	"GO:0005737"	"cytoplasm"	"YBR244W"	"GPX2"
"P09624"	"GO:0016668"	"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"	"YFL018C"	"LPD1"
"P09624"	"GO:0004375"	"glycine dehydrogenase (decarboxylating) activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0004738"	"pyruvate dehydrogenase activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0006574"	"valine catabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0004148"	"dihydrolipoyl dehydrogenase activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0006550"	"isoleucine catabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0042743"	"hydrogen peroxide metabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0006564"	"L-serine biosynthetic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0004591"	"oxoglutarate dehydrogenase (succinyl-transferring) activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0009353"	"mitochondrial oxoglutarate dehydrogenase complex"	"YFL018C"	"LPD1"
"P09624"	"GO:0006552"	"leucine catabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0006103"	"2-oxoglutarate metabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0009055"	"electron transfer activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0042645"	"mitochondrial nucleoid"	"YFL018C"	"LPD1"
"P09624"	"GO:0005967"	"mitochondrial pyruvate dehydrogenase complex"	"YFL018C"	"LPD1"
"P09624"	"GO:0050660"	"flavin adenine dinucleotide binding"	"YFL018C"	"LPD1"
"P09624"	"GO:0006546"	"glycine catabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0005960"	"glycine cleavage complex"	"YFL018C"	"LPD1"
"P09624"	"GO:0055114"	"oxidation-reduction process"	"YFL018C"	"LPD1"
"P09624"	"GO:0016491"	"oxidoreductase activity"	"YFL018C"	"LPD1"
"P09624"	"GO:0006090"	"pyruvate metabolic process"	"YFL018C"	"LPD1"
"P09624"	"GO:0045454"	"cell redox homeostasis"	"YFL018C"	"LPD1"
"P07866"	"GO:0061510"	"asymmetric protein localization to new mitotic spindle pole body"	"YAL024C"	"LTE1"
"P07866"	"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"YAL024C"	"LTE1"
"P07866"	"GO:0031578"	"mitotic spindle orientation checkpoint"	"YAL024C"	"LTE1"
"P07866"	"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"YAL024C"	"LTE1"
"P07866"	"GO:0007264"	"small GTPase mediated signal transduction"	"YAL024C"	"LTE1"
"P07866"	"GO:0005933"	"cellular bud"	"YAL024C"	"LTE1"
"P07866"	"GO:0051301"	"cell division"	"YAL024C"	"LTE1"
"P07866"	"GO:0016192"	"vesicle-mediated transport"	"YAL024C"	"LTE1"
"P07866"	"GO:0007096"	"regulation of exit from mitosis"	"YAL024C"	"LTE1"
"P07866"	"GO:0005737"	"cytoplasm"	"YAL024C"	"LTE1"
"P00856"	"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"Q0080"	"ATP8"
"P00856"	"GO:0015078"	"proton transmembrane transporter activity"	"Q0080"	"ATP8"
"P00856"	"GO:0015986"	"ATP synthesis coupled proton transport"	"Q0080"	"ATP8"
"P00856"	"GO:0016021"	"integral component of membrane"	"Q0080"	"ATP8"
"P53140"	"GO:0043488"	"regulation of mRNA stability"	"YGL107C"	"RMD9"
"P53140"	"GO:0006413"	"translational initiation"	"YGL107C"	"RMD9"
"P53140"	"GO:0031314"	"extrinsic component of mitochondrial inner membrane"	"YGL107C"	"RMD9"
"P53140"	"GO:0009060"	"aerobic respiration"	"YGL107C"	"RMD9"
"P53140"	"GO:0030435"	"sporulation resulting in formation of a cellular spore"	"YGL107C"	"RMD9"
"P53140"	"GO:0005739"	"mitochondrion"	"YGL107C"	"RMD9"
"P53140"	"GO:0005515"	"protein binding"	"YGL107C"	"RMD9"
"Q04675"	"GO:0000213"	"tRNA-intron endonuclease activity"	"YMR059W"	"SEN15"
"Q04675"	"GO:0000214"	"tRNA-intron endonuclease complex"	"YMR059W"	"SEN15"
"Q04675"	"GO:0000379"	"tRNA-type intron splice site recognition and cleavage"	"YMR059W"	"SEN15"
"Q04675"	"GO:0012505"	"endomembrane system"	"YMR059W"	"SEN15"
