Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
W0T554	DNA-directed RNA polymerase III subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RPC31 PE=3 SV=1	RPC31	KLMA_10566	1.41401535641667e-06	1.38247794497835e-06	1.3741326513861e-06
W0T555	Family of serine hydrolases 2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=FSH2 PE=4 SV=1	FSH2	KLMA_10309	1.908020371821e-06	2.12340753115362e-06	2.1494939727911e-06
W0T556	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_20082 PE=4 SV=1		KLMA_20082	2.78947520968381e-06	2.8234523451426e-06	2.74805134587427e-06
W0T557	Cytochrome c oxidase subunit 6A, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=COX13 PE=3 SV=1	COX13	KLMA_20299	0.000119469632276543	0.000123634193674365	0.000121310114982223
W0T559	Silent chromatin protein ESC1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10314 PE=4 SV=1		KLMA_10314	1.14553775987156e-05	1.11715409557161e-05	1.17610730315821e-05
W0T560	Nucleotide-binding OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10571 PE=4 SV=1		KLMA_10571	1.1972626144291e-05	1.3113846279848e-05	1.21724260621275e-05
W0T561	Mitochondrial-processing peptidase subunit alpha OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MAS2 PE=4 SV=1	MAS2	KLMA_20087	2.64890695288085e-05	2.82869503782226e-05	2.67341323982841e-05
W0T562	Alanine--glyoxylate aminotransferase 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=AGX1 PE=3 SV=1	AGX1	KLMA_20304	2.20882505617983e-05	2.39927764973985e-05	2.19344853341396e-05
W0T563	37S ribosomal protein S22 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RSM22 PE=4 SV=1	RSM22	KLMA_20092	2.52735497472012e-05	2.50015639970499e-05	2.38358791097338e-05
W0T565	Serine/threonine-protein kinase SKY1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SKY1 PE=4 SV=1	SKY1	KLMA_10319	7.57385400977423e-06	7.88200939746597e-06	7.66549599403887e-06
W0T566	Transcription initiation factor TFIID subunit 8 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TAF8 PE=4 SV=1	TAF8	KLMA_10576	2.67051709809942e-06	2.81793527181935e-06	3.35918228910342e-06
W0T567	CCR4-associated factor 16 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CAF16 PE=4 SV=1	CAF16	KLMA_20309	6.99525244192362e-06	7.68326279622011e-06	8.23543570972198e-06
W0T570	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=COQ5 PE=3 SV=1	COQ5	KLMA_10581	2.3991053359103e-05	2.5091404302216e-05	2.61481112703028e-05
W0T571	THO complex subunit THP2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10324 PE=4 SV=1		KLMA_10324	5.9756307552277e-06	5.54809894016877e-06	6.21755750973101e-06
W0T572	Serine/threonine-protein kinase HAL4/SAT4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SAT4 PE=4 SV=1	SAT4	KLMA_20102	1.93335224952369e-06	2.15558779959821e-06	1.92577062886086e-06
W0T573	Zinc/cadmium resistance protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ZRC1 PE=4 SV=1	ZRC1	KLMA_20314	7.8482948011497e-05	8.24510547490847e-05	6.92125969326473e-05
W0T574	RRM OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10329 PE=4 SV=1		KLMA_10329	7.67553222518088e-06	7.85218807783083e-06	7.18065460850312e-06
W0T575	Pre-mRNA leakage protein 39 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10586 PE=4 SV=1		KLMA_10586	6.8277212387062e-07	6.67450509695025e-07	7.36963958593982e-07
W0T576	CTP-dependent diacylglycerol kinase 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=DGK1 PE=4 SV=1	DGK1	KLMA_20319	1.05993530759398e-05	1.17605395066403e-05	1.10810751682753e-05
W0T578	JmjC super family OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_20107 PE=4 SV=1		KLMA_20107	3.94949387009788e-06	4.08186725528823e-06	3.80187288731838e-06
W0T579	Protein SDA1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SDA1 PE=3 SV=1	SDA1	KLMA_10334	2.91008690218161e-05	3.05511174151436e-05	2.92796325750777e-05
W0T580	Protein TMA23 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TMA23 PE=4 SV=1	TMA23	KLMA_10591	3.09411519652861e-06	3.44323712699816e-06	3.13274909787495e-06
W0T581	Mitochondrial DNA replication protein YHM2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=YHM2 PE=3 SV=1	YHM2	KLMA_20324	7.49523561874687e-05	8.04310933458005e-05	7.32417786567261e-05
W0T582	Proteasome component PRE3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PRE3 PE=4 SV=2	PRE3	KLMA_20112	2.57524896809641e-05	2.67783954081894e-05	2.38505839468426e-05
W0T583	Clathrin coat assembly protein AP180A OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=YAP1801 PE=4 SV=1	YAP1801	KLMA_10339	3.13896253579312e-05	3.33627863268413e-05	3.02297700850761e-05
W0T586	GTP-binding protein RHO4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RHO4 PE=4 SV=1	RHO4	KLMA_10344	1.71225144089542e-05	1.91121140703959e-05	1.61986474050908e-05
W0T587	Regulatory protein ADR1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ADR1 PE=4 SV=1	ADR1	KLMA_20117	6.88025623049686e-06	6.47040685449844e-06	6.35476870862492e-06
W0T590	Ribosome biogenesis protein UTP30 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=UTP30 PE=4 SV=1	UTP30	KLMA_10349	9.45693164975943e-06	1.01171687646238e-05	9.53422515031585e-06
W0T593	Actin-related protein 4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARP4 PE=3 SV=1	ARP4	KLMA_10606	1.13403812327052e-05	1.18924296481898e-05	1.13980018320694e-05
W0T598	Protein BMH2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=BMH2 PE=3 SV=1	BMH2	KLMA_20132	0.000207281464234438	0.000198869273535083	0.000274596746970032
W0T5A2	Coronin OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CRN1 PE=3 SV=2	CRN1	KLMA_10616	8.08468969363766e-05	8.45713698456765e-05	8.48072453493008e-05
W0T5A3	Translation initiation factor eIF-2B subunit alpha OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GCN3 PE=3 SV=1	GCN3	KLMA_20137	1.16904821970849e-05	1.34683364096725e-05	1.20022561618579e-05
W0T5A6	Cytochrome b2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CYB2 PE=3 SV=1	CYB2	KLMA_10621	5.41582216981932e-05	5.7387483420167e-05	5.25696753326833e-05
W0T5A8	Prefoldin subunit 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PFD1 PE=4 SV=1	PFD1	KLMA_10374	1.63866219872769e-06	1.74779327032848e-06	1.5403551081731e-06
W0T5A9	U3 small nucleolar RNA-associated protein 15 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=UTP15 PE=4 SV=1	UTP15	KLMA_20147	3.64934147861583e-06	3.94070560649943e-06	3.64612430861454e-06
W0T5B1	Threonyl-tRNA synthetase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MST1 PE=4 SV=1	MST1	KLMA_10626	9.89439839273879e-06	1.08928478981566e-05	9.89330222068389e-06
W0T5B2	RSC chromatin remodeling complex subunit RSC8 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SWI3 PE=4 SV=1	SWI3	KLMA_10379	3.4073494574505e-05	3.57019705999557e-05	3.36206515001572e-05
W0T5B4	26S proteasome regulatory subunit RPN13 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RPN13 PE=4 SV=2	RPN13	KLMA_10631	1.02925934450233e-05	1.02997743204289e-05	9.75662961079288e-06
W0T5B8	Probable serine/threonine-protein kinase HSL1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HSL1 PE=4 SV=1	HSL1	KLMA_20157	1.8755705087532e-05	1.92748236158568e-05	1.91384907484447e-05
W0T5B9	Calcineurin subunit B OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CNB1 PE=4 SV=1	CNB1	KLMA_10636	8.39720646634225e-06	7.94300516205871e-06	8.13589726262981e-06
W0T5C0	Farnesyl pyrophosphate synthetase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=FPS1 PE=3 SV=1	FPS1	KLMA_10389	0.000160422405297063	0.000164760021459417	0.000150663038274515
W0T5C1	60S ribosomal protein L11 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RPL11 PE=3 SV=1	RPL11	KLMA_20339	0.00228632094890719	0.00252399187181868	0.00229138482416254
W0T5C3	Protein PCF11 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PCF11 PE=4 SV=1	PCF11	KLMA_20162	8.24739456298649e-06	8.44143050237307e-06	8.07348382251797e-06
W0T5C4	Casein kinase I homolog HRR25 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HRR25 PE=4 SV=1	HRR25	KLMA_10641	1.32948685593878e-05	1.38987524391597e-05	1.32020286747326e-05
W0T5C5	General amino-acid permease GAP1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GAP1 PE=4 SV=1	GAP1	KLMA_10394	8.8814603336848e-05	9.97884650157065e-05	9.30414458038471e-05
W0T5C8	AFT super family OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=AFT1 PE=4 SV=1	AFT1	KLMA_10646	6.5653844790352e-06	6.95685495430925e-06	5.95136590655918e-06
W0T5D0	GTPase-activating protein GYP3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MSB3 PE=4 SV=1	MSB3	KLMA_10399	1.35760769747374e-05	1.3180867144076e-05	1.29052235798962e-05
W0T5D1	Pyruvate dehydrogenase E1 component subunit alpha OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PDA1 PE=4 SV=1	PDA1	KLMA_20172	0.000296479722764176	0.000323501931167102	0.000296767436677868
W0T5D4	SWR1-complex protein 3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SWC3 PE=4 SV=1	SWC3	KLMA_20349	5.33401270234035e-06	5.47086760296012e-06	5.31098821160524e-06
W0T5D7	Chitin synthase 3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CHS3 PE=4 SV=1	CHS3	KLMA_10656	2.74939948268915e-05	2.86910555867322e-05	2.67653664590424e-05
W0T5D8	Cystathionine gamma-lyase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CYS3 PE=3 SV=1	CYS3	KLMA_20354	0.00015590829101042	0.000166970581693119	0.00015123402790516
W0T5D9	Peptide hydrolase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_20182 PE=3 SV=1		KLMA_20182	2.76198365008133e-05	2.87956149991694e-05	2.6473179510465e-05
W0T5E0	Thymidylate synthase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CDC21 PE=3 SV=1	CDC21	KLMA_10414	1.407695770648e-05	1.51298425229123e-05	1.41490831605665e-05
W0T5E1	Serine/threonine-protein phosphatase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SIT4 PE=3 SV=1	SIT4	KLMA_10661	7.71619960956449e-06	7.88940175272205e-06	7.53710790350276e-06
W0T5E2	Nucleolar protein 12 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=NOP12 PE=4 SV=1	NOP12	KLMA_20359	1.7696399957556e-05	1.97364247453787e-05	1.80664846020078e-05
W0T5E4	Methylenetetrahydrofolate dehydrogenase [NAD+] OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=folD PE=4 SV=1	folD	KLMA_10419	4.25365864167338e-05	4.46684487552749e-05	4.1603259503383e-05
W0T5E5	Protein phosphatase PP2A regulatory subunit A OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TPD3 PE=4 SV=1	TPD3	KLMA_20364	0.000129967310669565	0.000136869310169465	0.000125519312472094
W0T5E7	Ribosome biogenesis protein NOP53 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=NOP53 PE=3 SV=1	NOP53	KLMA_20192	2.21998425679761e-05	2.56459647191008e-05	2.29346705255987e-05
W0T5E8	Glucose-signaling factor 2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GSF2 PE=4 SV=1	GSF2	KLMA_10424	7.7549148379594e-05	7.97011145092559e-05	7.55873415491079e-05
W0T5F0	Mediator of RNA polymerase II transcription subunit 15 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GAL11 PE=4 SV=1	GAL11	KLMA_20369	6.63466759479251e-05	6.89775418093523e-05	6.31740245911445e-05
W0T5F2	Copper-transporting ATPase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CCC2 PE=3 SV=1	CCC2	KLMA_20374	1.65249129213929e-05	1.63940443265942e-05	1.54651643285762e-05
W0T5F3	NADH dehydrogenase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10429 PE=4 SV=1		KLMA_10429	6.24675623658772e-05	6.30165454563222e-05	5.77076681975373e-05
W0T5F5	Folylpolyglutamate synthase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MET7 PE=3 SV=1	MET7	KLMA_20202	1.70769418461433e-05	1.86207651331661e-05	1.67343290970631e-05
W0T5F9	Asparaginyl-tRNA synthetase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=DED81 PE=4 SV=1	DED81	KLMA_10434	8.27978993125944e-05	8.80047962922516e-05	8.15069441304765e-05
W0T5G0	Serine/threonine-protein phosphatase 2A activator OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RRD2 PE=3 SV=1	RRD2	KLMA_20207	1.18661364909373e-06	1.20914957059091e-06	1.11516147302269e-06
W0T5G3	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PGS1 PE=3 SV=1	PGS1	KLMA_10439	0.000808646433457039	0.000854282224933358	0.000828418681174263
W0T5G4	NAD-dependent protein deacetylase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HST2 PE=3 SV=1	HST2	KLMA_20212	1.22943259743018e-05	1.19585430148119e-05	1.2072713428783e-05
W0T5G6	Protein farnesyltransferase subunit beta OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RAM1 PE=3 SV=1	RAM1	KLMA_20389	4.84488956194173e-06	5.04317706258849e-06	7.20992816323939e-06
W0T5G7	Protein-lysine N-methyltransferase EFM5 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=EFM5 PE=3 SV=1	EFM5	KLMA_10444	4.48898882917194e-05	4.59549159145038e-05	4.28399138921477e-05
W0T5G8	Cytochrome oxidase assembly protein 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=COA1 PE=4 SV=1	COA1	KLMA_20217	1.1822974724382e-05	1.20168466167219e-05	1.15167999979479e-05
W0T5H0	Arp2/3 complex 34 kDa subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARC35 PE=3 SV=1	ARC35	KLMA_20394	0.000129052447111052	0.000123084954587309	0.000108792649273035
W0T5H2	GAL4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_20222 PE=4 SV=1		KLMA_20222	8.34369788764861e-07	9.08522756017341e-07	8.40301062411757e-07
W0T5H3	Mediator of RNA polymerase II transcription subunit 12 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SRB8 PE=4 SV=1	SRB8	KLMA_20399	7.33440665531449e-06	7.36830145356368e-06	7.10501027877936e-06
W0T5H5	Calcium-transporting ATPase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PMC1 PE=3 SV=1	PMC1	KLMA_10454	1.68347251180771e-06	1.72653946390693e-06	1.69563536843956e-06
W0T5H6	HD domain-containing protein YBR242W OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_20404 PE=4 SV=1		KLMA_20404	1.06433256906609e-05	1.11868143216898e-05	1.02860797213005e-05
W0T5H7	Uncharacterized protein YHL029C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=OCA5 PE=4 SV=1	OCA5	KLMA_10671	1.254415928693e-06	1.26355562443761e-06	1.16392264423183e-06
W0T5I0	Pumilio homology domain family member 4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PUF4 PE=4 SV=1	PUF4	KLMA_10459	2.40818060779855e-05	2.52940966591628e-05	2.3547298176604e-05
W0T5I1	Large subunit GTPase 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=LSG1 PE=4 SV=1	LSG1	KLMA_20409	1.57164525401619e-05	1.70444176451373e-05	1.58294817232665e-05
W0T5I4	Actin-related protein 2/3 complex subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARC40 PE=3 SV=1	ARC40	KLMA_20232	4.59524067417604e-05	4.84400928160484e-05	4.42629108016982e-05
W0T5I5	Thiol-specific monooxygenase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=FMO1 PE=3 SV=1	FMO1	KLMA_10464	5.72426738491283e-06	5.91202593079935e-06	5.66471845953817e-06
W0T5I6	Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARO4 PE=3 SV=1	ARO4	KLMA_20414	0.00010872319566467	0.000120915889290866	0.000105996764752161
W0T5I8	Cell division control protein 12 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CDC12 PE=3 SV=1	CDC12	KLMA_10681	9.28777742096444e-05	0.000100871227494183	8.99950330656843e-05
W0T5J0	Vacuolar protein sorting-associated protein 27 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=VPS27 PE=3 SV=1	VPS27	KLMA_20419	3.74521219984784e-06	3.76501170777822e-06	3.60928258433713e-06
W0T5J3	Protein transport protein SEC61 subunit alpha OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=SEC61 PE=3 SV=1	SEC61	KLMA_20424	0.000109398275027919	0.000113664639501944	0.00010509347722222
W0T5J4	Serine/threonine-protein kinase KIC1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KIC1 PE=4 SV=1	KIC1	KLMA_10686	9.12410951370281e-07	9.57098032965681e-07	9.8285922121149e-07
W0T5J7	GU4 nucleic-binding protein 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=ARC1 PE=4 SV=1	ARC1	KLMA_20242	0.000118403727797874	0.000126950897772435	0.000117181265318542
W0T5J9	Ubiquitin carboxyl-terminal hydrolase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=UBP3 PE=3 SV=1	UBP3	KLMA_20429	6.60409586111733e-05	7.3165896370096e-05	6.81037589709317e-05
W0T5K0	Cytochrome c mitochondrial import factor CYC2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CYC2 PE=4 SV=1	CYC2	KLMA_10691	1.86407265977692e-06	1.89423662090483e-06	1.77032030829147e-06
W0T5K1	U2 snRNP component HSH155 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HSH155 PE=4 SV=1	HSH155	KLMA_10479	2.0815582135401e-06	2.14151709018488e-06	2.06710149622665e-06
W0T5K3	General transcriptional corepressor TUP1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TUP1 PE=4 SV=1	TUP1	KLMA_20247	6.63074415290053e-05	6.73745733983455e-05	6.72333053513484e-05
W0T5K4	GAL4 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10696 PE=4 SV=1		KLMA_10696	1.20912433976675e-05	1.24069780383051e-05	1.20101258524032e-05
W0T5K5	GTPase-activating protein BEM2/IPL2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=BEM2 PE=4 SV=1	BEM2	KLMA_20434	4.46280106504727e-05	4.75733225810966e-05	4.39577378701244e-05
W0T5K6	RNA helicase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HAS1 PE=3 SV=1	HAS1	KLMA_10484	3.94916505893363e-05	4.35341006559827e-05	3.98570064657752e-05
W0T5K8	Uncharacterized transporter C22E12.01 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=YMD8 PE=4 SV=1	YMD8	KLMA_20252	9.67377930171423e-06	1.0467486137823e-05	1.01674594531983e-05
W0T5K9	60S ribosomal protein L13 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RPL13A PE=3 SV=2	RPL13A	KLMA_10701	0.0014034649101608	0.00152828241558203	0.00143302449297635
W0T5L0	Protein GRC3 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GRC3 PE=4 SV=1	GRC3	KLMA_20439	2.23607164663693e-06	2.49100005732202e-06	2.40323500676705e-06
W0T5L3	Transcription factor tau 91 kDa subunit OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TFC6 PE=4 SV=1	TFC6	KLMA_20444	6.92330851100994e-06	7.38009347212225e-06	9.93307920721978e-06
W0T5L5	UV excision repair protein RAD23 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=RAD23 PE=4 SV=1	RAD23	KLMA_10706	4.94741147220756e-05	5.21725247551681e-05	4.96922270000209e-05
W0T5L7	Chromatin modification-related protein VID21 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=EAF1 PE=4 SV=1	EAF1	KLMA_20449	7.76219053472556e-06	8.46693470955929e-06	7.67509750823642e-06
W0T5M0	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TAH11 PE=4 SV=1	TAH11	KLMA_10711	5.12891994627045e-06	5.49105770202603e-06	5.03153892473675e-06
W0T5M1	CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=CHO1 PE=3 SV=1	CHO1	KLMA_20262	2.9458863364398e-05	3.18410152984364e-05	2.90100697330114e-05
W0T5M3	Anthranilate phosphoribosyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=TRP4 PE=4 SV=1	TRP4	KLMA_20454	2.97453393180001e-06	3.0056043125374e-06	2.82788302052591e-06
W0T5M4	Carboxypeptidase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PRC1 PE=3 SV=1	PRC1	KLMA_10499	0.00047154639963967	0.000514038256783912	0.000490544984806244
