Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
O74545	Putative hydrolase C777.06c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC777.06c PE=4 SV=1		SPCC777.06c	1.21456864511969e-05	1.49027064384495e-05	1.12828046023186e-05
O74547	Target of rapamycin complex 2 subunit bit61 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bit61 PE=1 SV=1	bit61	SPCC777.08c	1.90572115056161e-06	2.16326373486405e-06	1.78556144913991e-06
O74548	Probable acetylornithine aminotransferase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=arg1 PE=2 SV=1	arg1	SPCC777.09c	0.000329795446943472	0.00037253240874419	0.000300596984814934
O74549	NEDD8-conjugating enzyme ubc12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc12 PE=3 SV=1	ubc12	SPCC777.10c	6.54748217728248e-06	7.22633004460165e-06	5.85566284360496e-06
O74551	Uncharacterized protein C777.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC777.12c PE=3 SV=1		SPCC777.12c	3.22361955532646e-05	3.85745772361174e-05	3.0560286799417e-05
O74552	Vacuolar protein sorting-associated protein 35 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vps35 PE=1 SV=2	vps35	SPCC777.13	2.66382974299502e-05	3.00776662421319e-05	2.44529484291924e-05
O74553	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dus4 PE=3 SV=1	dus4	SPCC777.15	5.62935962923186e-06	6.29987069650707e-06	5.70211199337709e-06
O74555	Branchpoint-bridging protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bpb1 PE=1 SV=1	bpb1	SPCC962.06c	2.38612429862212e-05	2.74486333021167e-05	2.22290203346549e-05
O74557	NADH-cytochrome b5 reductase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cbr1 PE=3 SV=1	cbr1	SPCC970.03	0.000118772477443299	0.000136510677848914	0.000111498904969271
O74558	Maintenance of ploidy protein mob2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mob2 PE=1 SV=1	mob2	SPCC970.04c	2.26071490442197e-06	2.41823963823215e-06	1.94621039476087e-06
O74559	Surfeit locus protein 4 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC970.06 PE=3 SV=1		SPCC970.06	9.90202606777132e-06	1.07837795037961e-05	9.24915316573207e-06
O74561	Uncharacterized inositol polyphosphate kinase C970.08 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC970.08 PE=1 SV=1		SPCC970.08	6.17243467919891e-06	7.06519575857739e-06	5.72965997485336e-06
O74562	Exocyst complex component sec8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec8 PE=1 SV=2	sec8	SPCC970.09	6.95821584554602e-06	7.82188623389471e-06	6.24741620464664e-06
O74563	E3 ubiquitin-protein ligase brl2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=brl2 PE=1 SV=1	brl2	SPCC970.10c	8.7725257823478e-06	1.01126545957161e-05	8.09359978401496e-06
O74627	Cyclin pch1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pch1 PE=1 SV=1	pch1	SPBC32F12.06	3.08254731374587e-06	3.66210733208746e-06	2.68863849128341e-06
O74635	DNA-directed RNA polymerase II subunit RPB9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpb9 PE=1 SV=1	rpb9	SPAPYUG7.04c	5.37395698091244e-07	7.66153892984219e-07	6.13289043689728e-07
O74648	Isoamyl acetate-hydrolyzing esterase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=iah1 PE=2 SV=1	iah1	SPCC126.10	4.72831581737597e-06	5.4344538890739e-06	4.3314839962894e-06
O74653	Protein pob1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pob1 PE=1 SV=1	pob1	SPBC1289.04c	2.01579002096433e-05	2.35358862124264e-05	1.81711137449114e-05
O74690	13 kDa ribonucleoprotein-associated protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=snu13 PE=3 SV=1	snu13	SPAC607.03c	6.72028342592554e-05	7.93577359689365e-05	6.16896573348384e-05
O74718	Eukaryotic peptide chain release factor GTP-binding subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sup35 PE=1 SV=2	sup35	SPCC584.04	7.24433335180846e-05	8.65344207955435e-05	6.58642094585678e-05
O74728	Uncharacterized endoplasmic reticulum membrane protein C1709.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1709.03 PE=3 SV=2		SPBC1709.03	3.19845338475603e-05	3.06691706380505e-05	2.73077367023559e-05
O74729	Peptidyl-prolyl cis-trans isomerase cyp3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cyp3 PE=3 SV=1	cyp3	SPBC1709.04c	2.74151524471845e-06	3.29157328617914e-06	2.56929787107539e-06
O74731	tRNA-dihydrouridine(20) synthase [NAD(P)+] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dus2 PE=3 SV=1	dus2	SPBC1709.06	4.18611628541161e-06	4.95182851454244e-06	4.54278261157204e-06
O74732	3-keto-steroid reductase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erg27 PE=2 SV=1	erg27	SPBC1709.07	1.74192466919481e-05	1.99187554884571e-05	1.61032709978131e-05
O74733	Protein cft1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cft1 PE=3 SV=1	cft1	SPBC1709.08	8.82723916909509e-05	0.000101454562252737	7.8867675774767e-05
O74734	Putative ribosomal recycling factor, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrf1 PE=3 SV=1	rrf1	SPBC1709.09	5.91446269788672e-06	6.37352283862831e-06	5.12203655919392e-06
O74735	Metal homeostasis factor atx1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=atx1 PE=3 SV=1	atx1	SPBC1709.10c	1.25239010786743e-06	1.43812924177711e-06	1.27138876266793e-06
O74736	Chromatin modification-related protein png2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=png2 PE=1 SV=1	png2	SPBC1709.11c	2.30625539465255e-06	2.51039513997651e-06	2.07471402745311e-06
O74738	Ribosomal lysine N-methyltransferase set10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=set10 PE=3 SV=1	set10	SPBC1709.13c	6.60722791586981e-06	7.41001268226619e-06	6.15708179916859e-06
O74739	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=png1 PE=2 SV=2	png1	SPBC1709.14	2.85371407464578e-06	3.19750548049974e-06	2.37475429719501e-06
O74740	Cleavage factor two protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cft2 PE=1 SV=1	cft2	SPBC1709.15c	1.17918104946054e-05	1.36076349130944e-05	1.08133902158212e-05
O74741	4,5-DOPA dioxygenase extradiol-like protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1709.16c PE=3 SV=2		SPBC1709.16c	3.42525985496381e-06	3.82963536423514e-06	3.43615776036807e-06
O74742	Probable folylpolyglutamate synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=met7 PE=2 SV=1	met7	SPBC1709.17	1.25571968991144e-05	1.47223482717531e-05	1.17055472690018e-05
O74743	Eukaryotic translation initiation factor 4E-2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tif452 PE=3 SV=1	tif452	SPBC1709.18 SPBC409.01	1.13980756089327e-05	1.33588682663367e-05	1.0442179947036e-05
O74745	Mannan polymerase II complex anp1 subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=anp1 PE=3 SV=1	anp1	SPBC1734.04	3.33728659130342e-05	3.81605509522621e-05	3.07918084061338e-05
O74746	J domain-containing protein spf31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spf31 PE=4 SV=1	spf31	SPBC1734.05c	3.02603182808211e-06	3.39027318791942e-06	3.02444749917615e-06
O74748	Transport protein particle subunit trs85-2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trs85-2 PE=3 SV=1	trs85-2	SPBC1734.07c	1.94275975012766e-06	2.1667215146608e-06	1.78337989149298e-06
O74749	Class E vacuolar protein-sorting machinery protein hse1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hse1 PE=3 SV=1	hse1	SPBC1734.08	4.98013142547535e-06	5.8769402215229e-06	5.02736192377917e-06
O74750	UDP-N-acetylglucosamine transporter yea4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yea4 PE=3 SV=1	yea4	SPBC1734.09	3.11544011358609e-06	3.65323581532219e-06	2.95417046580348e-06
O74751	Uncharacterized protein C1734.10c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1734.10c PE=4 SV=1		SPBC1734.10c	1.18193165532005e-06	1.17552232819539e-06	9.50131381156269e-07
O74752	Mitochondrial protein import protein mas5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mas5 PE=3 SV=1	mas5	SPBC1734.11	0.00015187178641722	0.000178925130602877	0.000145239615390424
O74754	ATP synthase subunit gamma, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=atp3 PE=3 SV=1	atp3	SPBC1734.13	3.49450965040879e-05	4.46213686533376e-05	3.40897844792226e-05
O74755	Paired amphipathic helix protein pst3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pst3 PE=3 SV=1	pst3	SPBC1734.16c	1.34418340554307e-05	1.54967084307106e-05	1.25673616232954e-05
O74757	ERAD-associated E3 ubiquitin-protein ligase hrd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hrd1 PE=1 SV=1	hrd1	SPBC17D11.02c	4.8331163652332e-06	5.97832148478501e-06	4.5053670691458e-06
O74758	Uncharacterized protein C17D11.03c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC17D11.03c PE=4 SV=1		SPBC17D11.03c	6.04936444927657e-06	6.97221084335697e-06	5.56398660834635e-06
O74759	Mst2 complex subunit nto1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nto1 PE=1 SV=1	nto1	SPBC17D11.04c	4.41154792850819e-07	4.98059882285875e-07	4.21942993628747e-07
O74760	Eukaryotic translation initiation factor 3 subunit A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tif32 PE=1 SV=1	tif32	SPBC17D11.05	0.000241452194112223	0.000276657365529206	0.000223650808808385
O74761	DNA primase large subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pri2 PE=1 SV=1	pri2	SPBC17D11.06	5.45415423887633e-06	6.48133907646991e-06	5.03767640163163e-06
O74762	26S proteasome regulatory subunit rpn2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpn2 PE=1 SV=1	rpn2	SPBC17D11.07c	0.000110940125803388	0.000128937375386709	0.000101213417323244
O74763	Uncharacterized WD repeat-containing protein C17D11.08 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC17D11.08 PE=1 SV=1		SPBC17D11.08	1.25511165212848e-05	1.50543041859079e-05	1.18033575537648e-05
O74764	ATP-dependent rRNA helicase spb4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spb4 PE=3 SV=1	spb4	SPBC24C6.02	1.04196743315559e-05	1.17949380206723e-05	9.82441565561727e-06
O74765	Probable proline--tRNA ligase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC24C6.03 PE=3 SV=1		SPBC24C6.03	8.10052507556755e-06	8.36825497049063e-06	7.20599668971616e-06
O74766	Probable delta-1-pyrroline-5-carboxylate dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC24C6.04 PE=1 SV=1		SPBC24C6.04	0.000548687698262792	0.000635833840898729	0.000511999730801442
O74767	Probable coatomer subunit epsilon OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec28 PE=1 SV=1	sec28	SPBC24C6.05	3.36353098115386e-05	3.97827497199935e-05	3.15185202806152e-05
O74770	Probable phosphoketolase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC24C6.09c PE=3 SV=1		SPBC24C6.09c	3.28560380378412e-06	4.29196273263495e-06	3.2485683053786e-06
O74772	Pre-mRNA-splicing factor cwf14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cwf14 PE=1 SV=1	cwf14	SPBC24C6.11	3.22853284416455e-06	3.69541879924773e-06	2.99454248028132e-06
O74773	DNA mismatch repair protein msh2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=msh2 PE=3 SV=2	msh2	SPBC19G7.01c SPBC24C6.12c	1.18189211921797e-05	1.36234436059812e-05	1.11097058837532e-05
O74774	Elongation factor 1 alpha-like protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hbs1 PE=1 SV=4	hbs1	SPBC25B2.01 SPBC2G5.08	7.64512553847082e-06	9.22416400696186e-06	7.31124399833255e-06
O74775	Protein sip5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sip5 PE=1 SV=1	sip5	SPBC25B2.03	1.46758895909714e-05	1.70957094454514e-05	1.61504593781281e-05
O74777	KRR1 small subunit processome component homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mis3 PE=3 SV=1	mis3	SPBC25B2.05	8.82486068244813e-06	9.98999595516784e-06	8.28758177982373e-06
O74778	BTB/POZ domain-containing protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=btb2 PE=1 SV=1	btb2	SPBC25B2.06c	1.60071452619186e-05	1.85829021543555e-05	1.59159656092959e-05
O74779	Microtubule-associated protein mug164 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug164 PE=1 SV=4	mug164	SPBC25B2.07c	3.12072749378301e-06	3.93180786554344e-06	2.74939297536522e-06
O74780	Uncharacterized protein C25B2.08 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC25B2.08 PE=4 SV=1		SPBC25B2.08	2.59811334172584e-07	3.26721570260744e-07	2.34043704600581e-07
O74781	Probable arginine--tRNA ligase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrs1 PE=2 SV=1	mrs1	SPBC25B2.09c	0.000200564012996703	0.000228399021984093	0.000180537040996841
O74782	Universal stress protein A family protein C25B2.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC25B2.10 PE=1 SV=1		SPBC25B2.10	6.62132191388422e-06	7.82921332954269e-06	6.01546175250865e-06
O74786	Protein transport protein sec9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec9 PE=1 SV=1	sec9	SPBC26H8.02c	3.30183837804692e-06	3.74621160975096e-06	2.85581394079603e-06
O74787	Phosphatidylethanolamine N-methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cho2 PE=1 SV=1	cho2	SPBC26H8.03	0.000154415017861721	0.00017454790407317	0.000138339756581477
O74788	Vacuolar membrane-associated protein iml1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=iml1 PE=1 SV=1	iml1	SPBC26H8.04c	0.000111045848584831	0.000129082921607824	0.000108907665146395
O74789	Putative serine/threonine-protein phosphatase C26H8.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC26H8.05c PE=1 SV=1		SPBC26H8.05c	1.44921785537605e-06	1.77203709632636e-06	1.47131666697667e-06
O74790	Monothiol glutaredoxin-4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=grx4 PE=1 SV=1	grx4	SPBC26H8.06	5.17001038899902e-05	5.97823127876735e-05	4.91052654783318e-05
O74791	GTPase grn1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=grn1 PE=1 SV=1	grn1	SPBC26H8.08c	2.69560466140347e-05	3.15670018524186e-05	2.48744550712611e-05
O74792	SWI/SNF global transcription activator complex subunit snf59 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=snf59 PE=1 SV=1	snf59	SPBC26H8.09c	1.19566683676315e-06	1.39449081918487e-06	1.12264567119418e-06
O74793	Uncharacterized protein C26H8.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC26H8.11c PE=4 SV=1		SPBC26H8.11c	9.63598967927928e-06	1.19317304143204e-05	8.44901320253015e-06
O74794	Putative cytochrome c heme lyase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC26H8.12 PE=3 SV=1		SPBC26H8.12	1.03186659640159e-05	1.23541706108421e-05	9.89754037526465e-06
O74797	UPF0587 protein C2D10.03c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Ess1 PE=3 SV=1	Ess1	SPBC2D10.03c	1.32016409883953e-05	1.226641955238e-05	1.11094120304476e-05
O74798	Putative arrestin-related trafficking adapter C2D10.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC2D10.04 PE=1 SV=1		SPBC2D10.04	3.2418466773372e-06	3.83495774630412e-06	3.1477525564363e-06
O74799	Glucan 1,3-beta-glucosidase 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=exg3 PE=3 SV=1	exg3	SPBC2D10.05	6.59771809656279e-06	7.54464561179294e-06	6.30981309793904e-06
O74801	54S ribosomal protein yml6, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yml6 PE=3 SV=1	yml6	SPBC2D10.08c	7.46839190381014e-06	8.42306033186986e-06	7.03498187403199e-06
O74802	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ehd3 PE=1 SV=1	ehd3	SPBC2D10.09	3.28364228869069e-05	3.88744013879301e-05	3.18641324924819e-05
O74803	UV excision repair protein rhp23 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rhp23 PE=1 SV=1	rhp23	SPBC2D10.12	5.10720455830833e-05	6.44341274462032e-05	4.96849445556996e-05
O74805	Myosin-51 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=myo51 PE=3 SV=1	myo51	SPBC2D10.14c	9.18305733843115e-06	1.07473124566519e-05	8.35749594788272e-06
O74806	Probable peptidyl-tRNA hydrolase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pth1 PE=3 SV=2	pth1	SPBC2D10.15c	2.53534549517989e-06	2.837659849516e-06	2.28277488579483e-06
O74807	Inner kinetochore subunit mhf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mhf1 PE=1 SV=2	mhf1	SPBC2D10.16	2.55950330533685e-06	3.1157968215431e-06	2.94607719412704e-06
O74809	Uncharacterized protein C2D10.19c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC2D10.19c PE=3 SV=1		SPBC2D10.19c	1.2983092487731e-06	1.59577340239381e-06	1.11582749828935e-06
O74810	Ubiquitin-conjugating enzyme E2 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc1 PE=3 SV=2	ubc1	SPBC2D10.20	9.26722780354183e-06	1.15091754253947e-05	9.24874147140305e-06
O74814	UPF0400 protein C337.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC337.03 PE=1 SV=1		SPBC337.03	1.0334657874879e-05	1.22423023532804e-05	9.61331562080786e-06
O74818	Uncharacterized carboxypeptidase C337.07c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC337.07c PE=3 SV=1		SPBC337.07c	0.000266415777941537	0.000276870724404077	0.000223981065619337
O74820	Ergosterol biosynthetic protein 28 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erg28 PE=3 SV=1	erg28	SPBC337.09	8.02172765053561e-06	1.08830017338128e-05	6.76129933008792e-06
O74821	Fe-S cluster assembly protein dre2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dre2 PE=3 SV=1	dre2	SPBC337.10c	1.70151591634199e-05	1.86636960073571e-05	1.52339767320852e-05
O74822	Zinc-type alcohol dehydrogenase-like protein C337.11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC337.11 PE=3 SV=1		SPBC337.11	3.37036157963904e-06	3.29839939150653e-06	2.49555976746519e-06
O74823	Zinc finger CCCH domain-containing protein C337.12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC337.12 PE=4 SV=3		SPBC337.12	3.1241607235575e-07	3.576141274949e-07	2.80545477712955e-07
O74824	GTP-binding protein gtr1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gtr1 PE=3 SV=1	gtr1	SPBC337.13c	6.66159476240737e-06	7.45538586254778e-06	5.91723237282841e-06
O74825	DNA-directed RNA polymerase II subunit rpb4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpb4 PE=1 SV=1	rpb4	SPBC337.14	7.91511834856949e-06	9.09689614121315e-06	7.19178934981866e-06
O74826	5-demethoxyubiquinone hydroxylase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=coq7 PE=3 SV=1	coq7	SPBC337.15c	8.69591882695271e-06	1.01377424916162e-05	8.39230473222816e-06
O74827	Phosphatidyl-N-methylethanolamine N-methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cho1 PE=3 SV=1	cho1	SPBC337.16	4.38593548571486e-05	4.88693493270324e-05	3.89931569578424e-05
O74828	Pre-rRNA-processing protein esf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=esf1 PE=1 SV=1	esf1	SPBC1734.01c SPBC337.17c	2.30896656164057e-05	2.61252777192353e-05	2.08734348018111e-05
O74829	Uncharacterized MFS-type transporter C530.15c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC530.15c PE=1 SV=2		SPBC530.15c SPBC661.01	1.12315695783094e-06	1.38729970366682e-06	1.17845078617595e-06
O74830	Putative glutathione S-transferase C1183.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1183.02 PE=3 SV=1		SPCC1183.02	9.36780659815992e-05	0.000107012606651332	8.14897638259213e-05
O74831	Frataxin homolog, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1183.03c PE=3 SV=1		SPCC1183.03c	2.09806009767738e-06	2.47231794631052e-06	2.03734212654231e-06
O74834	Uracil-DNA glycosylase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ung1 PE=3 SV=1	ung1	SPCC1183.06	7.9077825016178e-06	8.7546209101299e-06	7.47118139505938e-06
O74835	rRNA biogenesis protein rrp5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrp5 PE=1 SV=1	rrp5	SPCC1183.07	0.000146541372434527	0.000164927364396079	0.000132529498951166
O74836	60S ribosomal protein L1-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl101 PE=1 SV=1	rpl101	SPCC1183.08c	0.000678333056277081	0.000755478119814125	0.000613422794033353
O74837	Plasma membrane proteolipid 31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmp31 PE=1 SV=2	pmp31	SPCC1183.09c	3.36571881842463e-05	3.93449346757563e-05	3.0040543410532e-05
O74839	Mechanosensitive ion channel protein Msy1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=msy1 PE=1 SV=1	msy1	SPCC1183.11 SPCC31H12.01	8.62461068267225e-06	9.79450560909655e-06	7.93266618138096e-06
O74840	Smr domain-containing protein C1235.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1235.03 PE=2 SV=2		SPCC1235.03	1.93001206868633e-06	2.13182546369802e-06	2.15255430471294e-06
O74841	Probable FAD synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1235.04c PE=3 SV=1		SPCC1235.04c	1.00384545637744e-06	1.13499191891873e-06	9.18879193524535e-07
O74842	ATP-dependent helicase fft2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fft2 PE=1 SV=1	fft2	SPCC1235.05c	2.55415384469273e-05	2.9861082586004e-05	2.36369783547394e-05
O74843	Sad1-interacting factor 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sif1 PE=1 SV=1	sif1	SPCC1235.06	6.57422256103298e-06	7.47092666130424e-06	5.91925542343467e-06
O74845	Set3 complex subunit hif2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hif2 PE=1 SV=1	hif2	SPCC1235.09	3.16929539050289e-06	3.91073585509724e-06	3.08580499700343e-06
O74846	Exocyst complex component sec6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec6 PE=1 SV=2	sec6	SPCC1235.10c	0.000157637882784948	0.000179452809285455	0.000142563804090485
O74847	Probable mitochondrial pyruvate carrier 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mpc1 PE=3 SV=3	mpc1	SPCC1235.11	2.24510595985024e-05	2.54914050302615e-05	2.04639411129971e-05
O74848	Meiotically up-regulated gene 146 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug146 PE=1 SV=1	mug146	SPCC1235.12c	1.86821712619777e-07	1.60278230623877e-07	1.53641898269061e-07
O74850	Diacylglycerol O-acyltransferase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dga1 PE=1 SV=3	dga1	SPCC1235.15 SPCC548.01	7.36143131265615e-06	8.01590790696297e-06	6.57985902393788e-06
