Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
O14423	CENP-B homolog protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cbh1 PE=1 SV=2	cbh1	SPAC9E9.10c	1.93520048570845e-05	1.86028490944071e-05	1.94951805399834e-05
O14443	GPN-loop GTPase 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fet5 PE=2 SV=1	fet5	SPAC4D7.12c	1.26815105090269e-05	1.25686571781715e-05	1.32474462532097e-05
O14450	Probable prefoldin subunit 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC3A11.13 PE=3 SV=1		SPAC3A11.13 SPAC3H5.02	2.10331087590011e-05	2.22820244296421e-05	2.2103290538126e-05
O14459	DNA-directed RNA polymerase II subunit rpb7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpb7 PE=1 SV=1	rpb7	SPACUNK4.06c SPAPYUK71.02	3.68000803089459e-05	3.69304978245378e-05	3.69363709952646e-05
O14460	Elongation factor 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eft201 PE=1 SV=2	"eft201; eft202"	"SPAC513.01c SPAPYUK71.04c; SPCP31B10.07"	0.00801421274744867	0.00814128612854586	0.00806038672965352
O14463	Thioredoxin-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trx1 PE=3 SV=3	trx1	SPAC7D4.07c	0.00110473082270651	0.00112614481224276	0.00116999034094345
O14466	Dolichol-phosphate mannosyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dpm1 PE=2 SV=1	dpm1	SPAC31G5.16c	0.000132906947233177	0.000131859165670218	0.000133547368827463
O14470	SWI/SNF and RSC complexes subunit ssr2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ssr2 PE=1 SV=3	ssr2	SPAC23H3.10	5.85087669068451e-05	5.7498740331703e-05	5.81839730161818e-05
O36014	Aspartyl aminopeptidase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=aap1 PE=1 SV=1	aap1	SPAC4F10.02	5.79422472940522e-05	5.84435463059557e-05	5.70809672741559e-05
O36015	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.03c PE=3 SV=1		SPAC4F10.03c	8.23929212550577e-06	7.56317167987416e-06	7.9347600219639e-06
O36016	Serine/threonine-protein phosphatase 2A activator 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrd1 PE=3 SV=1	rrd1	SPAC4F10.04	4.72837343388453e-06	5.0182657381178e-06	5.09291031987717e-06
O36017	Probable octanoyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.05c PE=3 SV=1		SPAC4F10.05c	1.06802594284181e-05	1.10689987185096e-05	1.07898518220775e-05
O36018	Protein bud22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bud22 PE=3 SV=1	bud22	SPAC4F10.06	1.6666461471279e-05	1.66822666835993e-05	1.75880095303069e-05
O36021	Uncharacterized protein C4F10.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.09c PE=1 SV=1		SPAC4F10.09c	8.27495220424592e-05	8.06610582533264e-05	8.31039364787781e-05
O36022	Mannan polymerase complex subunit mnn9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mnn9 PE=3 SV=1	mnn9	SPAC4F10.10c	0.000126353313389234	0.000125996123449553	0.000123967596152599
O36023	Septin homolog spn1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spn1 PE=1 SV=2	spn1	SPAC4F10.11	7.46977289824567e-05	7.64920122359701e-05	7.38163942259503e-05
O36025	GYF domain-containing protein mpd2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mpd2 PE=1 SV=1	mpd2	SPAC4F10.13c	0.000178329405055898	0.000186544751527062	0.000171786460150665
O36027	Wiskott-Aldrich syndrome protein homolog 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=wsp1 PE=1 SV=3	wsp1	SPAC4F10.15c	5.0743520297038e-05	5.35187555196514e-05	5.24302258909777e-05
O36029	Uncharacterized protein C4F10.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.17 PE=4 SV=1		SPAC4F10.17	4.06264709948473e-06	3.96720702575674e-06	3.52214450533298e-06
O36030	Uncharacterized WD repeat-containing protein C4F10.18 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.18 PE=1 SV=1		SPAC4F10.18	5.89517697488959e-06	5.69029957577116e-06	5.83779602040294e-06
O36031	Uncharacterized zinc-finger protein C4F10.19c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC4F10.19c PE=4 SV=1		SPAC4F10.19c	5.48840303457194e-06	5.34755174985205e-06	5.54247591069815e-06
O36032	Glutaredoxin-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=grx1 PE=3 SV=1	grx1	SPAC4F10.20	0.000180551725230352	0.000162051431561234	0.000173480513206211
O36033	TPR repeat-containing protein C19B12.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC19B12.01 PE=4 SV=2		SPAC19B12.01 SPAC4F10.21	7.79296328200855e-05	7.63646713362523e-05	7.74791827950449e-05
O42643	Pre-mRNA-splicing factor ATP-dependent RNA helicase prp22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=prp22 PE=1 SV=1	prp22	SPAC10F6.02c	2.58032795114244e-05	2.53898073722737e-05	2.62540162847285e-05
O42644	CTP synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ura7 PE=3 SV=1	ura7	SPAC10F6.03c	0.000395509752623819	0.000381636184073306	0.000379687398147891
O42645	RCC1 repeat-containing protein C10F6.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC10F6.04 PE=4 SV=1		SPAC10F6.04	7.52193538353809e-06	7.32590463065738e-06	7.4815832390488e-06
O42646	Ubiquitin-conjugating enzyme E2 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc6 PE=2 SV=1	ubc6	SPAC10F6.05c	1.34764451330845e-05	1.38892975592389e-05	1.35686735013337e-05
O42648	HMG box-containing protein C10F6.08c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC10F6.08c PE=1 SV=1		SPAC10F6.08c	1.10794902045385e-05	1.14922923596231e-05	1.08375462188507e-05
O42649	Structural maintenance of chromosomes protein 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=psm3 PE=1 SV=1	psm3	SPAC10F6.09c	6.83618900431148e-05	6.72057583820092e-05	6.95247603412099e-05
O42650	Serine/threonine-protein kinase rio1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rio1 PE=3 SV=2	rio1	SPAC10F6.10	1.61769631729184e-05	1.62896469010241e-05	1.6920420108337e-05
O42651	Autophagy-related protein 17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=atg17 PE=3 SV=2	atg17	SPAC10F6.11c	1.44928084274495e-05	1.35940092405458e-05	1.51272247952676e-05
O42652	Aspartate aminotransferase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=aat2 PE=1 SV=1	aat2	SPAC10F6.13c	0.000666962246446135	0.000657118132456861	0.000648591158849847
O42653	ABC1 family protein C10F6.14c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC10F6.14c PE=3 SV=1		SPAC10F6.14c	0.000135253716805645	0.000133290288144266	0.000135279434730193
O42656	Guanine nucleotide exchange factor subunit ric1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ric1 PE=1 SV=2	ric1	SPAC1851.04c SPAC27D7.01c	5.05029597181519e-05	5.17931304216245e-05	5.19694809777902e-05
O42657	GRIP and coiled-coil domain-containing protein C27D7.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC27D7.02c PE=4 SV=1		SPAC27D7.02c	3.67465829389435e-05	3.70521030933374e-05	3.67175130225882e-05
O42658	Pterin-4-alpha-carbinolamine dehydratase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=omt2 PE=3 SV=1	omt2	SPAC27D7.04	4.05778954262961e-06	3.90096866697206e-06	3.79217614270832e-06
O42661	Small nuclear ribonucleoprotein Sm D1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=smd1 PE=1 SV=1	smd1	SPAC27D7.07c	2.32866800503463e-05	2.30317919608981e-05	2.29641375802025e-05
O42665	Uncharacterized but2-like protein C27D7.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC27D7.11c PE=3 SV=1		SPAC27D7.11c	0.000170711725100647	0.000206136136599931	0.000176472256563127
O42668	Tetratricopeptide repeat protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tpr1 PE=1 SV=1	tpr1	SPAC27D7.14c SPAC637.02c	0.000204061994518184	0.000197994826892992	0.000199217654273753
O42699	60S ribosomal protein L19-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl1902 PE=2 SV=2	rpl1902	SPCC1682.14	0.000900321766291907	0.00112111684391338	0.000978988855024511
O42700	Transaldolase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tal1 PE=1 SV=2	tal1	SPCC1020.06c	0.00376547046964188	0.00391957774637702	0.00388803082496457
O42706	60S ribosomal protein L21-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl2102 PE=2 SV=2	rpl2102	SPAC959.08	0.000440250891863636	0.000802731071803352	0.000544575544790242
O42707	L-type lectin-like domain-containing protein C4F6.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC4F6.05c PE=2 SV=2		SPBC4F6.05c	8.50567970953431e-05	8.48216752074476e-05	8.39654203096644e-05
O42709	DNA replication licensing factor mcm10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mcm10 PE=1 SV=1	mcm10	SPBC1347.10	0.000133940953444805	0.000117505922038001	0.000145550626244506
O42832	AdoMet-dependent rRNA methyltransferase spb1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spb1 PE=1 SV=2	spb1	SPAC1687.11	7.93894806134002e-05	7.98564626990509e-05	7.96821231915235e-05
O42839	Anaphase-promoting complex subunit 4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cut20 PE=1 SV=2	cut20	SPAC19G12.01c SPAPJ698.04c	5.40365848870688e-06	5.11130157346199e-06	5.11570863374111e-06
O42842	Adenine phosphoribosyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=apt1 PE=3 SV=1	apt1	SPAC23A1.03	0.000138855225352634	0.000156058054567422	0.000139944473179407
O42844	Calcium/calmodulin-dependent protein kinase type II OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cmk2 PE=1 SV=1	cmk2	SPAC23A1.06c	2.61240716421079e-05	2.82139626896115e-05	2.70541251231727e-05
O42846	60S ribosomal protein L34-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3401 PE=3 SV=1	rpl3401	SPAC23A1.08c	0.00126587007609604	0.00128386133262624	0.00127482762768515
O42847	Uncharacterized RNA-binding protein C23A1.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23A1.09 PE=4 SV=1		SPAC23A1.09	8.9530003579277e-06	9.54883814160527e-06	8.84827874047373e-06
O42848	60S ribosomal protein L16-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl1602 PE=1 SV=1	rpl1602	SPAC23A1.11	0.00224770584509167	0.00225860603275887	0.00223560898786006
O42849	Phenylalanine--tRNA ligase beta subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=frs1 PE=3 SV=1	frs1	SPAC23A1.12c	0.000359266798072232	0.000360821378257129	0.000349207472448453
O42851	Uncharacterized trans-sulfuration enzyme C23A1.14c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23A1.14c PE=2 SV=1		SPAC23A1.14c	0.000126214600556862	0.000134556687110803	0.000125354533960072
O42852	Protein transport protein sec20 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec20 PE=1 SV=1	sec20	SPAC23A1.15c	4.37039641185678e-06	4.40912253155969e-06	4.64151093529697e-06
O42853	Putative RNA polymerase II subunit B1 CTD phosphatase rtr1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23A1.16c PE=3 SV=1		SPAC23A1.16c	3.47016353501296e-06	3.41838918337535e-06	3.49824443178144e-06
O42854	SH3 domain-containing protein C23A1.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23A1.17 PE=1 SV=1		SPAC23A1.17	0.000107720873040834	0.00011285823379709	0.000107330569791708
O42855	37S ribosomal protein mrp51, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrp51 PE=3 SV=2	mrp51	SPAC23A1.18c	1.66044955089662e-05	1.73043426133815e-05	1.6585843752529e-05
O42857	Nitrogen permease regulator 2 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23H3.03c PE=3 SV=1		SPAC23H3.03c	1.01815373051903e-05	1.02212855110811e-05	9.93088543153562e-06
O42859	Probable 37S ribosomal protein mrp2, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrp2 PE=3 SV=2	mrp2	SPAC23H3.07c	1.22452192035394e-05	1.11614077681287e-05	1.16917077535203e-05
O42860	Mitotic checkpoint protein bub3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bub3 PE=1 SV=1	bub3	SPAC23H3.08c	4.33888919546769e-06	4.2745504649085e-06	4.06067426708521e-06
O42861	ATP-dependent helicase fft3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fft3 PE=1 SV=1	fft3	SPAC25A8.01c	7.74664631994093e-05	7.62409047096688e-05	7.65439112186031e-05
O42868	RNA polymerase II subunit A C-terminal domain phosphatase ssu72 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ssu72 PE=1 SV=1	ssu72	SPAC3G9.04	1.00010341119501e-05	9.7638078544806e-06	9.8153699522402e-06
O42869	Uncharacterized protein C3G9.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC3G9.05 PE=1 SV=1		SPAC3G9.05	8.7426936257144e-05	8.98449867522233e-05	8.79786362264427e-05
O42870	Phenylalanine--tRNA ligase alpha subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=frs2 PE=3 SV=3	frs2	SPAC3G9.06	0.000322950711228031	0.000310355111765746	0.000310519314957486
O42871	Chromatin modification-related protein png1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=png1 PE=3 SV=1	png1	SPAC3G9.08	7.52496024358623e-06	7.60993687365318e-06	8.59709116020653e-06
O42872	Exosome complex component ski6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ski6 PE=2 SV=1	ski6	SPAC3G9.10c	1.31568830745564e-05	1.68851196219571e-05	1.52373614461688e-05
O42873	Putative pyruvate decarboxylase C3G9.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC3G9.11c PE=3 SV=1		SPAC3G9.11c	4.79181350650778e-05	5.79636584234297e-05	4.95282852661055e-05
O42874	Protein peg1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=peg1 PE=1 SV=1	peg1	SPAC3G9.12	5.80145919891098e-05	3.98831761328838e-05	3.74982642229226e-05
O42875	Tryptophan--tRNA ligase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=msw1 PE=3 SV=1	msw1	SPAC3G9.13c	2.89916575197629e-06	2.7273176170876e-06	2.91123678339178e-06
O42877	rRNA-processing protein fcf2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fcf2 PE=3 SV=1	fcf2	SPAC3G9.15c	4.827774509688e-06	4.94278774578402e-06	4.66775636733843e-06
O42878	Putative invertase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC8E11.01c PE=3 SV=3		SPAC8E11.01c SPAC959.01	1.99184538091876e-05	1.96386834615576e-05	2.18771219793237e-05
O42881	Acyl-protein thioesterase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC8E11.04c PE=3 SV=1		SPAC8E11.04c	2.13224546920521e-05	2.1505103398263e-05	2.10708100871693e-05
O42882	Uncharacterized protein C8E11.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC8E11.05c PE=4 SV=1		SPAC8E11.05c	1.15920532669043e-05	1.23274311237327e-05	1.19711261687851e-05
O42885	Putative inorganic phosphate transporter C8E4.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC8E4.01c PE=1 SV=2		SPBC8E4.01c SPBP4G3.01	0.000167914744045971	0.000170225688179607	0.00016045621914286
O42887	Putative agmatinase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC8E4.03 PE=3 SV=1		SPBC8E4.03	1.07756015023791e-05	9.55069830842406e-06	9.70227294121642e-06
O42888	Uncharacterized oxidoreductase C8E4.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC8E4.04 PE=3 SV=1		SPBC8E4.04	0.000129721326594655	0.000132575124738804	0.00012651002641784
O42890	Copper amine oxidase-like protein cao2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cao2 PE=3 SV=1	cao2	SPBC1289.16c SPBC8E4.06	7.34725152501003e-05	7.75639728004654e-05	7.43571614906206e-05
O42893	Neutral trehalase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ntp1 PE=1 SV=1	ntp1	SPBC660.07	9.02202504616415e-05	8.97788689297669e-05	8.78965916153416e-05
O42894	Exosome complex component rrp46 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrp46 PE=3 SV=1	rrp46	SPBC115.01c	4.08781834436182e-06	4.19445388576912e-06	4.02705514601542e-06
O42895	Uncharacterized protein C115.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC115.02c PE=3 SV=1		SPBC115.02c	9.15670604807617e-06	9.23298866090776e-06	9.51815758518351e-06
O42896	Uncharacterized oxidoreductase C115.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC115.03 PE=3 SV=1		SPBC115.03 SPBC839.18c	3.60090236910092e-05	3.66383633655942e-05	3.58002148494506e-05
O42897	Probable 26S proteasome regulatory subunit rpn3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpn3 PE=3 SV=2	rpn3	SPBC119.01 SPBPJ4664.07	0.000124832990886807	0.000118630510062098	0.000119407847112122
O42898	Probable catechol O-methyltransferase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.03 PE=1 SV=1		SPBC119.03	8.13173599798313e-05	8.67734013970589e-05	8.72157391920603e-05
O42899	Protein sco1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sco1 PE=3 SV=1	sco1	SPBC119.06	4.61110634615943e-05	4.57475435467271e-05	4.46495309687569e-05
O42900	Serine/threonine-protein kinase ppk19 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppk19 PE=1 SV=1	ppk19	SPBC119.07	1.95736441709649e-05	1.94193339267738e-05	1.98646652000707e-05
O42901	Uncharacterized protein C119.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.09c PE=2 SV=3		SPBC119.09c	2.04310882576172e-05	2.07459418792182e-05	1.97407391068898e-05
O42903	GRIP domain-containing protein C119.12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.12 PE=2 SV=1		SPBC119.12	3.17883160339735e-05	3.13878164762965e-05	3.16432465679139e-05
O42904	Pre-mRNA-processing factor 31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=prp31 PE=3 SV=1	prp31	SPBC119.13c	1.36994287896764e-05	1.32668147952087e-05	1.33276223344064e-05
O42906	GPN-loop GTPase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.15 PE=1 SV=1		SPBC119.15	3.55635569866972e-05	3.59002819180651e-05	3.50709681980511e-05
O42907	Uncharacterized protein C119.16c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.16c PE=4 SV=1		SPBC119.16c	7.60241118150629e-06	7.30077653238414e-06	7.3835232065285e-06
O42908	Mitochondrial presequence protease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cym1 PE=3 SV=1	cym1	SPBC119.17	7.37483973105856e-05	7.26245164208442e-05	7.48741521921621e-05
O42909	Zinc-type alcohol dehydrogenase-like protein C16A3.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16A3.02c PE=3 SV=1		SPBC16A3.02c	0.000246157632274506	0.000248535210043015	0.000240592946132095
O42911	37S ribosomal protein S25, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rsm25 PE=3 SV=1	rsm25	SPBC16A3.04	1.06925759188857e-05	1.1259370435323e-05	1.10240916251684e-05
O42913	Transcription factor nrm1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nrm1 PE=1 SV=1	nrm1	SPBC16A3.07c	4.58011433506925e-07	4.72750534670833e-07	4.5935473119183e-07
O42914	Uncharacterized protein C16A3.08c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16A3.08c PE=1 SV=1		SPBC16A3.08c	0.00162148325248293	0.00168947172833137	0.00163246969351589
O42915	Ubiquitin fusion degradation protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ufd1 PE=2 SV=4	ufd1	SPBC16A3.09c	3.39203702612816e-05	3.48394390037332e-05	3.47728014612431e-05
O42916	Lysophospholipid acyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ale1 PE=1 SV=1	ale1	SPBC16A3.10	2.51528232290731e-05	2.6399672483688e-05	2.47276910792704e-05
O42919	Putative 37S ribosomal protein S26A, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16A3.14 PE=3 SV=3		SPBC16A3.14	3.24788490899143e-05	3.59246357261585e-05	3.07986526753666e-05
O42921	Mitochondrial protein pet191 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16A3.16 PE=3 SV=1		SPBC16A3.16	2.64560616044179e-06	2.68313607174089e-06	2.72223248166441e-06
O42922	Uncharacterized MFS-type transporter C16A3.17c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16A3.17c PE=3 SV=1		SPBC16A3.17c	3.60601222332494e-05	3.3840142039039e-05	3.66567608339133e-05
O42923	RNA-binding post-transcriptional regulator cip1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cip1 PE=1 SV=1	cip1	SPBC16A3.18	3.08979091833184e-05	3.24115774745817e-05	2.940461994012e-05
O42924	Probable chromatin modification-related protein eaf7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eaf7 PE=1 SV=1	eaf7	SPBC16A3.19	7.65954668461101e-06	7.56139289721403e-06	7.53819099782323e-06
O42926	Vacuolar protein sorting-associated protein 13b OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vps13b PE=2 SV=1	vps13b	SPBC16C6.02c	0.000142739805265747	0.000136447112448664	0.000138537906874187
O42927	Uncharacterized protein C16C6.03c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC16C6.03c PE=4 SV=4		SPBC16C6.03c	5.51485423731316e-06	5.62866554282669e-06	5.30458712372595e-06
O42929	Translation machinery-associated protein 22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tma22 PE=3 SV=1	tma22	SPBC16C6.05	4.81409664903653e-05	4.6282318058981e-05	4.60987932063848e-05
O42930	Vacuolar protein sorting/targeting protein 10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vps10 PE=1 SV=1	vps10	SPBC16C6.06	8.70597162325404e-05	9.01094011456698e-05	8.25858450088549e-05
O42931	26S proteasome regulatory subunit 7 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpt1 PE=1 SV=2	rpt1	SPBC16C6.07c	0.000254854111277835	0.000253626945089938	0.000250807012636394
O42932	Cytochrome b-c1 complex subunit 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=qcr6 PE=3 SV=1	qcr6	SPBC16C6.08c	0.000154217178622022	0.000170884676390949	0.000158008393859033
O42933	Dolichyl-phosphate-mannose--protein mannosyltransferase 4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ogm4 PE=3 SV=1	ogm4	SPBC16C6.09	0.000115623618218971	0.000117311129142354	0.000115429924808661
O42935	60S ribosomal protein L32-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3201 PE=3 SV=1	rpl3201	SPBC16C6.11	0.00116992835134404	0.00116534795683506	0.00118365652820465
O42936	Pre-rRNA-processing protein las1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=las1 PE=1 SV=1	las1	SPBC16C6.12c	1.70413772008088e-05	1.68902740427831e-05	1.76698974283637e-05
O42937	Probable coatomer subunit beta' OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec27 PE=3 SV=2	sec27	SPBC16C6.13c SPBC244.03	0.000279824706769768	0.000285067693443153	0.000286760151370883
O42938	ATP-dependent 6-phosphofructokinase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pfk1 PE=1 SV=1	pfk1	SPBC16H5.02	0.00619896016417336	0.00633320378082622	0.0062698316117878
